step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad)
50,training,0.017564185,0.11034327535890043,0.03847512379301987,0.0,0.0,0.0
51,training,0.021076322,0.10226802714169027,0.03847512379301987,0.0,0.0,0.0
52,training,0.024587188,0.11156957875937223,0.03847512379301987,0.0,0.0,0.0
53,training,0.02452443,0.1260806079953909,0.03847512379301987,0.0,0.0,0.0
54,training,0.02249936,0.1418584492057562,0.03847512379301987,0.0,0.0,0.0
55,training,0.029386211,0.15907355025410652,0.01655407811274798,0.0,0.0,0.0
56,training,0.020232692,0.10473651252686977,0.01655407811274798,0.0,0.0,0.0
57,training,0.020119317,0.17247528582811356,0.01655407811274798,0.0,0.0,0.0
58,training,0.022360552,0.21430933475494385,0.01655407811274798,0.0,0.0,0.0
59,training,0.014910105,0.23106258362531662,0.01655407811274798,0.0,0.0,0.0
60,training,0.046627145,0.22162649035453794,0.01655407811274798,0.0,0.0,0.0
61,training,0.036698468,0.20387475192546844,0.038298203965042875,0.0,0.0,0.0
62,training,0.03713215,0.19686720939353108,0.038298203965042875,0.0,0.0,0.0
63,training,0.036395565,0.24260969180613756,0.038298203965042875,0.0,0.0,0.0
64,training,0.025623892,0.21671698987483978,0.038298203965042875,0.0,0.0,0.0
65,training,0.0122002885,0.17730920389294627,0.038298203965042875,0.0,0.0,0.0
66,training,0.012929658,0.12754245847463608,0.038298203965042875,0.0,0.0,0.0
67,training,0.018675983,0.16285857558250427,0.07212940357921488,0.0,0.0,0.0
68,training,0.021919105,0.17629933357238767,0.07212940357921488,0.0,0.0,0.0
69,training,0.009516524,0.1894525811076164,0.07212940357921488,0.0,0.0,0.0
70,training,0.021759272,0.20277788490056992,0.07212940357921488,0.0,0.0,0.0
71,training,0.019953258,0.20509555749595165,0.07212940357921488,0.0,0.0,0.0
72,training,0.038954474,0.22403936041519046,0.07212940357921488,0.0,0.0,0.0
73,training,0.027673211,0.2378569608554244,0.10988656833141412,0.0,0.0,0.0
74,training,0.020104654,0.2713480982929468,0.10988656833141412,0.0,0.0,0.0
75,training,0.023276744,0.259425513446331,0.10988656833141412,0.0,0.0,0.0
76,training,0.018969852,0.2528703138232231,0.10988656833141412,0.0,0.0,0.0
77,training,0.038911175,0.23904140293598178,0.10988656833141412,0.0,0.0,0.0
78,training,0.036437772,0.19667673856019974,0.10988656833141412,0.0,0.0,0.0
79,training,0.028017279,0.1543535776436329,0.11700150987726951,0.0,0.0,0.0
80,training,0.026649565,0.05575121007859707,0.11700150987726951,0.0,0.0,0.0
81,training,0.014582001,0.05575404316186905,0.11700150987726951,0.0,0.0,0.0
82,training,0.015962582,0.1826806515455246,0.11700150987726951,0.0,0.0,0.0
83,training,0.011515535,0.10275689885020256,0.11700150987726951,0.0,0.0,0.0
84,training,0.013409277,0.13014212809503078,0.11700150987726951,0.0,0.0,0.0
85,training,0.009697034,0.11456364789046347,0.0847733406941163,0.0,0.0,0.0
86,training,0.0072561703,0.04896210879087448,0.0847733406941163,0.0,0.0,0.0
87,training,0.016661588,0.030571307986974716,0.0847733406941163,0.0,0.0,0.0
88,training,0.0051934067,0.02561672031879425,0.0847733406941163,0.0,0.0,0.0
89,training,0.020303298,0.015330156311392784,0.0847733406941163,0.0,0.0,0.0
90,training,0.015628627,0.06338960118591785,0.0847733406941163,0.0,0.0,0.0
91,training,0.017540473,0.05327710695564747,0.051685925558388246,0.0,0.0,0.0
92,training,0.009658646,0.04723345674574375,0.051685925558388246,0.0,0.0,0.0
93,training,0.008079758,0.034008609130978584,0.051685925558388246,0.0,0.0,0.0
94,training,0.006288373,0.02903432957828045,0.051685925558388246,0.0,0.0,0.0
95,training,0.009220718,0.05524757131934166,0.051685925558388246,0.0,0.0,0.0
96,training,0.014632206,0.08169830404222012,0.051685925558388246,0.0,0.0,0.0
97,training,0.02851919,0.01400371640920639,0.0180616527377606,0.0,0.0,0.0
98,training,0.0077935504,0.04392912983894348,0.0180616527377606,0.0,0.0,0.0
99,training,0.006490741,0.025634344667196274,0.0180616527377606,0.0,0.0,0.0
100,training,0.0040356563,0.10481064766645432,0.0180616527377606,0.0,0.0,0.0
101,training,0.02894805,0.10729629173874855,0.0180616527377606,0.0,0.0,0.0
102,training,0.01647399,0.009850755333900445,0.0180616527377606,0.0,0.0,0.0
103,training,0.0054602805,0.06513009965419769,0.00941367565354149,0.0,0.0,0.0
104,training,0.0092980405,0.03203999623656273,0.00941367565354149,0.0,0.0,0.0
105,training,0.0018064927,0.08613214083015919,0.00941367565354149,0.0,0.0,0.0
106,training,0.018887943,0.09635809808969498,0.00941367565354149,0.0,0.0,0.0
107,training,0.016175818,0.06688032299280167,0.00941367565354149,0.0,0.0,0.0
108,training,0.018720437,0.05198815837502481,0.00941367565354149,0.0,0.0,0.0
109,training,0.015655123,0.03318396210670471,0.009160489817414992,0.0,0.0,0.0
110,training,0.0036316107,0.04056108556687832,0.009160489817414992,0.0,0.0,0.0
111,training,0.0041846763,0.042175117414444685,0.009160489817414992,0.0,0.0,0.0
112,training,0.0055433232,0.003724912181496622,0.009160489817414992,0.0,0.0,0.0
113,training,0.0031586327,1.0032206773757935e-05,0.009160489817414992,0.0,0.0,0.0
114,training,0.0033219699,0.008463520556688309,0.009160489817414992,0.0,0.0,0.0
115,training,0.007656608,0.058043939992785454,0.009004054860643037,0.0,0.0,0.0
116,training,0.0020272436,0.08417079411447048,0.009004054860643037,0.0,0.0,0.0
117,training,0.004388301,0.02679573744535446,0.009004054860643037,0.0,0.0,0.0
118,training,0.0054675993,0.003652670420706272,0.009004054860643037,0.0,0.0,0.0
119,training,0.007711514,0.03739629709161818,0.009004054860643037,0.0,0.0,0.0
120,training,0.00937324,0.0008781007491052142,0.009004054860643037,0.0,0.0,0.0
121,training,0.0009049523,0.00614823109935969,0.020306802196157756,0.0,0.0,0.0
122,training,0.003869201,0.013249864685349166,0.020306802196157756,0.0,0.0,0.0
123,training,0.0013525198,0.0011065490543842316,0.020306802196157756,0.0,0.0,0.0
124,training,0.015832242,0.02941993996500969,0.020306802196157756,0.0,0.0,0.0
125,training,0.0011437614,0.013077829033136368,0.020306802196157756,0.0,0.0,0.0
126,training,0.0006974479,0.024909827858209607,0.015286683624308824,0.0,0.0,0.0
127,training,0.002582384,0.04359296103939414,0.015286683624308824,0.0,0.0,0.0
128,training,0.0033511072,0.04007321095559747,0.015286683624308824,0.0,0.0,0.0
129,training,0.013378531,0.059817332774400704,0.015286683624308824,0.0,0.0,0.0
130,training,0.0018279197,0.12300652265548706,0.015286683624308824,0.0,0.0,0.0
131,training,0.004516313,0.12999340519309044,0.015286683624308824,0.0,0.0,0.0
132,training,0.0029100776,0.06036535929888486,0.007552203997964261,0.0,0.0,0.0
133,training,0.00090860086,0.030935786664485918,0.007552203997964261,0.0,0.0,0.0
134,training,0.0019331619,0.06499542947858572,0.007552203997964261,0.0,0.0,0.0
135,training,0.0018767689,0.11517816409468651,0.007552203997964261,0.0,0.0,0.0
136,training,0.006658176,0.06161022186279297,0.007552203997964261,0.0,0.0,0.0
137,training,0.0012938837,0.04114359570667148,0.007552203997964261,0.0,0.0,0.0
138,training,0.004478221,0.01661479473114013,0.019789752633330743,0.0,0.0,0.0
139,training,0.00083561486,0.01154353842139244,0.019789752633330743,0.0,0.0,0.0
140,training,0.01210914,0.054280129144899554,0.019789752633330743,0.0,0.0,0.0
141,training,0.0051383795,0.09219584614038467,0.019789752633330743,0.0,0.0,0.0
142,training,0.004274643,0.06766577251255512,0.019789752633330743,0.0,0.0,0.0
143,training,0.0045704274,0.0056220330297947,0.019789752633330743,0.0,0.0,0.0
144,training,0.0056931786,0.022678837180137634,0.023414527470663794,0.0,0.0,0.0
145,training,0.0015732693,0.001942504197359085,0.023414527470663794,0.0,0.0,0.0
146,training,0.004170019,0.05374071467667819,0.023414527470663794,0.0,0.0,0.0
147,training,0.0025720987,0.06759756803512573,0.023414527470663794,0.0,0.0,0.0
148,training,0.0006769458,0.03172450046986342,0.023414527470663794,0.0,0.0,0.0
149,training,0.0017789862,0.00688160955905915,0.03559826462041717,0.0,0.0,0.0
150,training,0.0031379953,0.02185649238526821,0.03559826462041717,0.0,0.0,0.0
151,training,0.0014676722,0.012265004217624664,0.03559826462041717,0.0,0.0,0.0
152,training,0.0067529613,0.056031982880085714,0.03559826462041717,0.0,0.0,0.0
153,training,0.006455644,0.10458115488290787,0.03559826462041717,0.0,0.0,0.0
154,training,0.0030774693,0.056611774489283555,0.03559826462041717,0.0,0.0,0.0
155,training,0.0017713365,0.09721385315060616,0.04684175781713349,0.0,0.0,0.0
156,training,0.0015394944,0.12366659566760063,0.04684175781713349,0.0,0.0,0.0
157,training,0.0042305444,0.1650337539613247,0.04684175781713349,0.0,0.0,0.0
158,training,0.0025202208,0.11530410125851631,0.04684175781713349,0.0,0.0,0.0
159,training,0.0051101292,0.12313533946871758,0.04684175781713349,0.0,0.0,0.0
160,training,0.0048454152,0.10468613915145397,0.04684175781713349,0.0,0.0,0.0
161,training,0.0012006613,0.1595153734087944,0.05657228006934545,0.0,0.0,0.0
162,training,0.0069521274,0.1913867816329002,0.05657228006934545,0.0,0.0,0.0
163,training,0.0022304119,0.22840885818004608,0.05657228006934545,0.0,0.0,0.0
164,training,0.0014025213,0.18643176462501287,0.05657228006934545,0.0,0.0,0.0
165,training,0.0026511326,0.21891222707927224,0.05657228006934545,0.0,0.0,0.0
166,training,0.0016001868,0.23048549517989161,0.05657228006934545,0.0,0.0,0.0
167,training,0.008385822,0.21770189446397128,0.08247332441975733,0.0,0.0,0.0
168,training,0.0034453114,0.22547802980989218,0.08247332441975733,0.0,0.0,0.0
169,training,0.0081845205,0.2352628894150257,0.08247332441975733,0.0,0.0,0.0
170,training,0.0045381114,0.2421320527791977,0.08247332441975733,0.0,0.0,0.0
171,training,0.014254943,0.24068212509155273,0.08247332441975733,0.0,0.0,0.0
172,training,0.0050970465,0.22848434234037995,0.08247332441975733,0.0,0.0,0.0
173,training,0.0049750414,0.17725614923983812,0.10695137879131644,0.0,0.0,0.0
174,training,0.002375206,0.1923947739414871,0.10695137879131644,0.0,0.0,0.0
175,training,0.0040548025,0.1913898102939129,0.10695137879131644,0.0,0.0,0.0
176,training,0.0091480715,0.19345232844352722,0.10695137879131644,0.0,0.0,0.0
177,training,0.013342044,0.22645910829305646,0.10695137879131644,0.0,0.0,0.0
178,training,0.0030200393,0.14562887325882912,0.11407587552633494,0.0,0.0,0.0
179,training,0.0032266853,0.10064941458404064,0.11407587552633494,0.0,0.0,0.0
180,training,0.0037051623,0.07421166880521922,0.11407587552633494,0.0,0.0,0.0
181,training,0.005397837,0.030294144526124007,0.11407587552633494,0.0,0.0,0.0
182,training,0.0013950763,0.03873231261968613,0.11407587552633494,0.0,0.0,0.0
183,training,0.009331763,0.06468057259917259,0.11407587552633494,0.0,0.0,0.0
184,training,0.0043423492,0.008819228038191799,0.09224762536783851,0.0,0.0,0.0
185,training,0.0014033626,0.0807955451309681,0.09224762536783851,0.0,0.0,0.0
186,training,0.001546691,0.08626069128513336,0.09224762536783851,0.0,0.0,0.0
187,training,0.0072141094,0.18845461308956146,0.09224762536783851,0.0,0.0,0.0
188,training,0.0056856195,0.09347364865243435,0.09224762536783851,0.0,0.0,0.0
189,training,0.0060725585,0.044758399948477745,0.09224762536783851,0.0,0.0,0.0
190,training,0.0014634235,0.03559111803770065,0.057353847253541354,0.0,0.0,0.0
191,training,0.008886113,0.02191578596830368,0.057353847253541354,0.0,0.0,0.0
192,training,0.002016386,0.033841297030448914,0.057353847253541354,0.0,0.0,0.0
193,training,0.0058641722,0.05150260776281356,0.057353847253541354,0.0,0.0,0.0
194,training,0.0060195937,0.01027459651231765,0.057353847253541354,0.0,0.0,0.0
195,training,0.0024142172,0.00983317568898201,0.057353847253541354,0.0,0.0,0.0
196,training,0.0026835985,0.02471144124865532,0.030821548046097248,0.0,0.0,0.0
197,training,0.00654629,0.011033546179533005,0.030821548046097248,0.0,0.0,0.0
198,training,0.005366846,0.02148774079978466,0.030821548046097248,0.0,0.0,0.0
199,training,0.0037685605,0.02016149088740348,0.030821548046097248,0.0,0.0,0.0
200,training,0.010881456,0.0223000943660736,0.030821548046097248,0.0,0.0,0.0
201,training,0.0010745229,0.005845401436090469,0.030821548046097248,0.0,0.0,0.0
202,training,0.012054283,0.024871109053492546,0.020761208760784577,0.0,0.0,0.0
203,training,0.0034556543,0.0016953684389591217,0.020761208760784577,0.0,0.0,0.0
204,training,0.02410625,0.04195469990372658,0.020761208760784577,0.0,0.0,0.0
205,training,0.005463074,0.02690378576517105,0.020761208760784577,0.0,0.0,0.0
206,training,0.0052834405,0.011843174695968628,0.020761208760784577,0.0,0.0,0.0
207,training,0.004642147,0.02385856257751584,0.020761208760784577,0.0,0.0,0.0
208,training,0.0035414547,0.00943256914615631,0.010859432852577443,0.0,0.0,0.0
209,training,0.003787654,0.06254605203866959,0.010859432852577443,0.0,0.0,0.0
210,training,0.0032464657,0.009839825914241374,0.010859432852577443,0.0,0.0,0.0
211,training,0.008668868,0.014173092320561409,0.010859432852577443,0.0,0.0,0.0
212,training,0.00034051118,0.0145116550847888,0.010859432852577443,0.0,0.0,0.0
213,training,0.0018726203,0.04462549649178982,0.010859432852577443,0.0,0.0,0.0
214,training,0.00056527375,0.0383309458848089,0.014484521535940474,0.0,0.0,0.0
215,training,0.0062668887,0.035883883945643895,0.014484521535940474,0.0,0.0,0.0
216,training,0.0026191073,0.003556489944458008,0.014484521535940474,0.0,0.0,0.0
217,training,0.017031241,0.017625266686081886,0.014484521535940474,0.0,0.0,0.0
218,training,0.0014036356,0.09164441749453545,0.014484521535940474,0.0,0.0,0.0
219,training,0.0026850544,0.08421158231794834,0.012208727694358566,0.0,0.0,0.0
220,training,0.0025214688,0.005632773041725159,0.012208727694358566,0.0,0.0,0.0
221,training,0.0029427959,0.031895531341433525,0.012208727694358566,0.0,0.0,0.0
222,training,0.0025304893,0.0036132736131548916,0.012208727694358566,0.0,0.0,0.0
223,training,0.0017853652,0.04590092413127422,0.012208727694358566,0.0,0.0,0.0
224,training,0.0025525382,0.03226499306038022,0.011169526827021546,0.0,0.0,0.0
225,training,0.011527458,0.00998654030263424,0.011169526827021546,0.0,0.0,0.0
226,training,0.003007301,0.028476133942604065,0.011169526827021546,0.0,0.0,0.0
227,training,0.011923479,0.025958361104130745,0.011169526827021546,0.0,0.0,0.0
228,training,0.0027729725,0.0023805187083780766,0.011169526827021546,0.0,0.0,0.0
229,training,0.0020647983,0.0019304531160742044,0.011169526827021546,0.0,0.0,0.0
230,training,0.004376816,0.03405628725886345,0.007263341714839294,0.0,0.0,0.0
231,training,0.004668568,0.003916568122804165,0.007263341714839294,0.0,0.0,0.0
232,training,0.0047573643,0.018135906546376646,0.007263341714839294,0.0,0.0,0.0
233,training,0.0031488256,0.013126051635481417,0.007263341714839294,0.0,0.0,0.0
234,training,0.0024458165,0.03006119839847088,0.007263341714839294,0.0,0.0,0.0
235,training,0.001962094,0.03645553067326546,0.007263341714839294,0.0,0.0,0.0
236,training,0.006478382,0.08634131634607911,0.01710570215501457,0.0,0.0,0.0
237,training,0.0036461598,0.04617198556661606,0.01710570215501457,0.0,0.0,0.0
238,training,0.0056842435,0.04498092026915401,0.01710570215501457,0.0,0.0,0.0
239,training,0.0023155317,0.03627783618867397,0.01710570215501457,0.0,0.0,0.0
240,training,0.0011301033,0.0027475040405988693,0.01710570215501457,0.0,0.0,0.0
241,training,0.009292046,0.04144665598869324,0.014648571593978501,0.0,0.0,0.0
242,training,0.0036877994,0.034526076167821884,0.014648571593978501,0.0,0.0,0.0
243,training,0.0058395676,0.02158522605895996,0.014648571593978501,0.0,0.0,0.0
244,training,0.010817625,0.005600430071353912,0.014648571593978501,0.0,0.0,0.0
245,training,0.0032268409,0.0074805403128266335,0.014648571593978501,0.0,0.0,0.0
246,training,0.011558121,0.024774255231022835,0.014648571593978501,0.0,0.0,0.0
247,training,0.0043783253,0.009382754564285278,0.006397085902830918,0.0,0.0,0.0
248,training,0.002365449,0.02834596298635006,0.006397085902830918,0.0,0.0,0.0
249,training,0.0051938174,0.017483340576291084,0.006397085902830918,0.0,0.0,0.0
250,training,0.0020539032,0.016647525131702423,0.006397085902830918,0.0,0.0,0.0
251,training,0.00070472335,0.0202278271317482,0.006397085902830918,0.0,0.0,0.0
252,training,0.0019078027,0.04960738867521286,0.006397085902830918,0.0,0.0,0.0
253,training,0.0041569467,0.048844534903764725,0.00550306278722314,0.0,0.0,0.0
254,training,0.0011359749,0.010625137016177176,0.00550306278722314,0.0,0.0,0.0
255,training,0.0016638954,0.0006270892918109859,0.00550306278722314,0.0,0.0,0.0
256,training,0.002695111,0.03364383243024349,0.00550306278722314,0.0,0.0,0.0
257,training,0.00095789914,0.03707694448530674,0.00550306278722314,0.0,0.0,0.0
258,training,0.0025446713,0.017220227047801018,0.00550306278722314,0.0,0.0,0.0
259,training,0.013083311,0.040324983187019825,0.012549670275527785,0.0,0.0,0.0
260,training,0.0019136362,0.07271512970328331,0.012549670275527785,0.0,0.0,0.0
261,training,0.0011095665,0.04253814183175564,0.012549670275527785,0.0,0.0,0.0
262,training,0.0012916161,0.01550464890897274,0.012549670275527785,0.0,0.0,0.0
263,training,0.001055575,0.01311661675572396,0.012549670275527785,0.0,0.0,0.0
264,training,0.0021331338,0.059304120019078255,0.012549670275527785,0.0,0.0,0.0
265,training,0.0037818074,0.09478044882416725,0.013711090497214563,0.0,0.0,0.0
266,training,0.0076221474,0.04233931726776064,0.013711090497214563,0.0,0.0,0.0
267,training,0.004272081,0.0024765096604823997,0.013711090497214563,0.0,0.0,0.0
268,training,0.0013578922,0.04213913436979056,0.013711090497214563,0.0,0.0,0.0
269,training,0.003805869,0.0566641641780734,0.013711090497214563,0.0,0.0,0.0
270,training,0.006391352,0.03438719734549522,0.022658727615124566,0.0,0.0,0.0
271,training,0.0003850536,0.025919899344444275,0.022658727615124566,0.0,0.0,0.0
272,training,0.0067342734,0.009244386106729507,0.022658727615124566,0.0,0.0,0.0
273,training,0.0024943126,0.0625595897436142,0.022658727615124566,0.0,0.0,0.0
274,training,0.0036881245,0.10375286266207695,0.022658727615124566,0.0,0.0,0.0
275,training,0.0045137256,0.03482229658402503,0.022658727615124566,0.0,0.0,0.0
276,training,0.0024998384,0.0037777535617351463,0.028964100006268235,0.0,0.0,0.0
277,training,0.0037263278,0.01887517422437668,0.028964100006268235,0.0,0.0,0.0
278,training,0.0006492159,0.08465520665049553,0.028964100006268235,0.0,0.0,0.0
279,training,0.006455659,0.08907404914498329,0.028964100006268235,0.0,0.0,0.0
280,training,0.0049897493,0.05828460492193698,0.028964100006268235,0.0,0.0,0.0
281,training,0.011161534,0.023429252207279205,0.028964100006268235,0.0,0.0,0.0
282,training,0.00016618463,0.004954840987920761,0.03604121043000792,0.0,0.0,0.0
283,training,0.0010896054,0.026356741786003113,0.03604121043000792,0.0,0.0,0.0
284,training,0.0008212916,0.04028875939548016,0.03604121043000792,0.0,0.0,0.0
285,training,0.0035700991,0.027128828689455986,0.03604121043000792,0.0,0.0,0.0
286,training,0.0015992319,0.02280125953257084,0.03604121043000792,0.0,0.0,0.0
287,training,0.00069441524,0.048087640665471554,0.03604121043000792,0.0,0.0,0.0
288,training,0.0016126272,0.06165198422968388,0.042169651495981,0.0,0.0,0.0
289,training,0.0008427496,0.03392622712999582,0.042169651495981,0.0,0.0,0.0
290,training,0.009316343,0.03205285733565688,0.042169651495981,0.0,0.0,0.0
291,training,0.0009281897,0.03957217559218407,0.042169651495981,0.0,0.0,0.0
292,training,0.0017496243,0.058838143944740295,0.042169651495981,0.0,0.0,0.0
293,training,0.0016600183,0.044226419413462274,0.04601255687837045,0.0,0.0,0.0
294,training,0.0052004233,0.005562590435147292,0.04601255687837045,0.0,0.0,0.0
295,training,0.0032434412,0.01285741850733757,0.04601255687837045,0.0,0.0,0.0
296,training,0.0006860741,0.06917887181043625,0.04601255687837045,0.0,0.0,0.0
297,training,0.015252779,0.06444776430726051,0.04601255687837045,0.0,0.0,0.0
298,training,0.0038860715,0.025415468961000443,0.04601255687837045,0.0,0.0,0.0
299,training,0.0013170319,0.020352249965071678,0.04024970732985215,0.0,0.0,0.0
300,training,0.0012469622,0.04030868923291564,0.04024970732985215,0.0,0.0,0.0
301,training,0.0010419536,0.02831894252449274,0.04024970732985215,0.0,0.0,0.0
302,training,0.0039385124,0.03531780652701855,0.04024970732985215,0.0,0.0,0.0
303,training,0.0009765625,0.04930221289396285,0.04024970732985215,0.0,0.0,0.0
304,training,0.00097600673,0.05305341631174087,0.023851945444687307,0.0,0.0,0.0
305,training,0.0010450298,0.04801109991967678,0.023851945444687307,0.0,0.0,0.0
306,training,0.0014176994,0.053455427289009094,0.023851945444687307,0.0,0.0,0.0
307,training,0.0016446861,0.01998257264494896,0.023851945444687307,0.0,0.0,0.0
308,training,0.0036377716,0.00838675722479821,0.023851945444687307,0.0,0.0,0.0
309,training,0.0007923398,0.06149723939597606,0.023851945444687307,0.0,0.0,0.0
310,training,0.0023634224,0.03764792764559388,0.030409617172012203,0.0,0.0,0.0
311,training,0.0027181194,0.013486258685588837,0.030409617172012203,0.0,0.0,0.0
312,training,0.001451287,0.018969904631376266,0.030409617172012203,0.0,0.0,0.0
313,training,0.0008916682,0.07155809924006462,0.030409617172012203,0.0,0.0,0.0
314,training,0.0026428835,0.06263850070536137,0.030409617172012203,0.0,0.0,0.0
315,training,0.0006702429,0.009870367124676711,0.03206116942586086,0.0,0.0,0.0
316,training,0.0050164447,0.01604951918125152,0.03206116942586086,0.0,0.0,0.0
317,training,0.005161492,0.013194933533668525,0.03206116942586086,0.0,0.0,0.0
318,training,0.001704663,0.055044056847691536,0.03206116942586086,0.0,0.0,0.0
319,training,0.0012125759,0.06563575938344002,0.03206116942586086,0.0,0.0,0.0
320,training,0.001983644,0.01311852689832449,0.03800505526278236,0.0,0.0,0.0
321,training,0.00063082995,0.0036741904914379155,0.03800505526278236,0.0,0.0,0.0
322,training,0.0022491054,0.011624680832028389,0.03800505526278236,0.0,0.0,0.0
323,training,0.0022052582,0.0032656872645020502,0.03800505526278236,0.0,0.0,0.0
324,training,0.001971993,0.04528817813843489,0.03800505526278236,0.0,0.0,0.0
325,training,0.0029480052,0.03257058095186949,0.03800505526278236,0.0,0.0,0.0
326,training,0.0031782412,0.01338484138250351,0.04248221328966152,0.0,0.0,0.0
327,training,0.011548848,0.010116412304341793,0.04248221328966152,0.0,0.0,0.0
328,training,0.001203379,0.007713451515883207,0.04248221328966152,0.0,0.0,0.0
329,training,0.0037526865,0.017060440964996815,0.04248221328966152,0.0,0.0,0.0
330,training,0.0008851047,0.019994523376226425,0.04248221328966152,0.0,0.0,0.0
331,training,0.00079445285,0.024764783680438995,0.04248221328966152,0.0,0.0,0.0
332,training,0.0010363603,0.03300614142790437,0.044497086367624346,0.0,0.0,0.0
333,training,0.001314533,0.023356151417829096,0.044497086367624346,0.0,0.0,0.0
334,training,0.0022754597,0.02221731562167406,0.044497086367624346,0.0,0.0,0.0
335,training,0.0009885004,0.00947211100719869,0.044497086367624346,0.0,0.0,0.0
336,training,0.0005627667,0.002055427059531212,0.044497086367624346,0.0,0.0,0.0
337,training,0.0018358672,0.03673151973634958,0.044497086367624346,0.0,0.0,0.0
338,training,0.0043328637,0.020298046059906483,0.049363080087929945,0.0,0.0,0.0
339,training,0.0021579396,0.006861945614218708,0.049363080087929945,0.0,0.0,0.0
340,training,0.013048277,0.0019035693258047104,0.049363080087929945,0.0,0.0,0.0
341,training,0.0004972081,0.05570602044463158,0.049363080087929945,0.0,0.0,0.0
342,training,0.00076709955,0.045633019879460335,0.049363080087929945,0.0,0.0,0.0
343,training,0.0010987173,0.005561170168220995,0.049363080087929945,0.0,0.0,0.0
344,training,0.0016287575,0.01812935946509242,0.04171301860505477,0.0,0.0,0.0
