step,mode,loss,angle_error(rad),distance(m),x(m),y(m)
80,training,0.019197568,0.25287438184022903,0.08138347901734883,75.9190566584,61.8700347291
81,training,0.01054456,0.2322719246149063,0.08138347901734883,75.9190566584,61.8700347291
82,training,0.008863788,0.14682434499263763,0.08138347901734883,75.8698734853,62.1093830164
83,training,0.009859981,0.12978720664978027,0.130836038938743,75.8698734853,62.1093830164
84,training,0.006599552,0.0809759795665741,0.130836038938743,75.8698734853,62.1093830164
85,training,0.1763315,0.146669439971447,0.130836038938743,75.8698734853,62.1093830164
86,training,0.007894409,0.19440394639968875,0.130836038938743,75.8698734853,62.1093830164
87,training,0.012061707,0.14948860835283995,0.130836038938743,75.8565428097,62.2691865719
88,training,0.09502599,0.13271808810532093,0.1440774370682365,75.8565428097,62.2691865719
89,training,0.011738441,0.11580069735646248,0.1440774370682365,75.8565428097,62.2691865719
90,training,0.029229963,0.2187361866235733,0.1440774370682365,75.8565428097,62.2691865719
91,training,0.05865684,0.20859012380242348,0.1440774370682365,75.8565428097,62.2691865719
92,training,0.009328478,0.1032048873603344,0.1440774370682365,75.8763416766,62.4571325153
93,training,0.003853325,0.04948297701776028,0.1247877806458698,75.8763416766,62.4571325153
94,training,0.05650275,0.0667880717664957,0.1247877806458698,75.8763416766,62.4571325153
95,training,0.02282101,0.12860404641833156,0.1247877806458698,75.8763416766,62.4571325153
96,training,0.019820875,0.16046184301376343,0.1247877806458698,75.8763416766,62.4571325153
97,training,0.020643042,0.11416036635637283,0.1247877806458698,75.8763416766,62.4571325153
98,training,0.082075104,0.0952154123224318,0.1247877806458698,75.9105094467,62.6987899153
99,training,0.010929608,0.06193595379590988,0.09074213591301651,75.9105094467,62.6987899153
100,training,0.07759191,0.024703088216483593,0.09074213591301651,75.9105094467,62.6987899153
101,training,0.01959333,0.05681142397224903,0.09074213591301651,75.9105094467,62.6987899153
102,training,0.007231693,0.07127603329718113,0.09074213591301651,75.9105094467,62.6987899153
103,training,0.002926135,0.05393497832119465,0.09074213591301651,75.9105094467,62.6987899153
104,training,0.0060496298,0.001677209511399269,0.09074213591301651,75.9411762389,62.9214215356
105,training,0.0092055965,0.10346235521137714,0.0602700310977559,75.9411762389,62.9214215356
106,training,0.01705009,0.08248743787407875,0.0602700310977559,75.9411762389,62.9214215356
107,training,0.0037040461,0.012656308710575107,0.0602700310977559,75.9411762389,62.9214215356
108,training,0.0032168096,0.04392931796610355,0.0602700310977559,75.9411762389,62.9214215356
109,training,0.026995337,0.004922632128000266,0.0602700310977559,75.9411762389,62.9214215356
110,training,0.0019575371,0.018396886065602303,0.0602700310977559,75.9662121458,63.1465324741
111,training,0.010260543,0.39042619056999683,0.035740460823288224,75.9662121458,63.1465324741
112,training,0.0062172585,0.38556343503296375,0.035740460823288224,75.9662121458,63.1465324741
113,training,0.01701464,0.2667762152850628,0.035740460823288224,75.9662121458,63.1465324741
114,training,0.0063720196,0.22022014576941729,0.035740460823288224,75.9662121458,63.1465324741
115,training,0.0066967793,0.30237051844596863,0.035740460823288224,75.9662121458,63.1465324741
116,training,0.009027495,0.28735581785440445,0.035740460823288224,76.0166276446,63.4262686553
117,training,0.083976865,0.36097919940948486,0.017260533651780426,76.0166276446,63.4262686553
118,training,0.058427174,0.3138695955276489,0.017260533651780426,76.0166276446,63.4262686553
119,training,0.005984334,0.2845980077981949,0.017260533651780426,76.0166276446,63.4262686553
120,training,0.014613264,0.2540522366762161,0.017260533651780426,76.0166276446,63.4262686553
121,training,0.019841984,0.2840978056192398,0.017260533651780426,76.0166276446,63.4262686553
122,training,0.0071057193,0.30305351316928864,0.017260533651780426,76.1185444101,63.6388791796
123,training,0.0066918344,0.32625196874141693,0.11570987584906434,76.1185444101,63.6388791796
124,training,0.008956868,0.6098556667566299,0.11570987584906434,76.1185444101,63.6388791796
125,training,0.02113217,0.17442624270915985,0.11570987584906434,76.1185444101,63.6388791796
126,training,0.013961419,0.13533194363117218,0.11570987584906434,76.1185444101,63.6388791796
127,training,0.030691847,0.1769670695066452,0.11570987584906434,76.1185444101,63.6388791796
128,training,0.063191324,0.43157289922237396,0.11570987584906434,76.1185444101,63.6388791796
129,training,0.03011986,0.46661075949668895,0.10016022458971748,76.2244010304,63.8285145817
130,training,0.08254462,0.4633733630180359,0.10016022458971748,76.2244010304,63.8285145817
131,training,0.09834009,0.3851945400238037,0.13756204184150742,76.2710380559,63.9086022145
132,training,0.0052791303,0.35856562852859497,0.13756204184150742,76.2710380559,63.9086022145
133,training,0.053786214,0.3268339112401008,0.13684376201293463,76.3305048741,63.9499814637
134,training,0.061036322,0.32029945403337484,0.13684376201293463,76.3305048741,63.9499814637
135,training,0.04338668,0.2770451940596103,0.13684376201293463,76.4357015633,64.0122568165
136,training,0.01955896,0.2575566750019789,0.13520200060356333,76.4357015633,64.0122568165
137,training,0.02198908,0.20609036833047867,0.13520200060356333,76.4357015633,64.0122568165
138,training,0.031844147,0.13835594058036801,0.13520200060356333,76.4357015633,64.0122568165
139,training,0.0013102571,0.09879153966903687,0.13520200060356333,76.58100874,64.0333924618
140,training,0.008004731,0.08456505089998245,0.1022569882979537,76.58100874,64.0333924618
141,training,0.15110815,0.07710193842649458,0.1022569882979537,76.58100874,64.0333924618
142,training,0.008307774,0.09138574451208115,0.1022569882979537,76.58100874,64.0333924618
143,training,0.041977406,0.13153421320021152,0.1022569882979537,76.58100874,64.0333924618
144,training,0.024715355,0.14324997924268246,0.1022569882979537,76.7725212223,64.033067643
145,training,0.076380774,0.15388354659080505,0.08179806222780976,76.7725212223,64.033067643
146,training,0.024263132,0.1988857239484787,0.08179806222780976,76.7725212223,64.033067643
147,training,0.01628521,0.12058600876480341,0.08179806222780976,76.7725212223,64.033067643
148,training,0.0019236297,0.06389831472188234,0.08179806222780976,76.7725212223,64.033067643
149,training,0.016753772,0.04227122152224183,0.08179806222780976,76.7725212223,64.033067643
150,training,0.039469466,0.09393958002328873,0.08179806222780976,76.9993010882,64.0188517849
151,training,0.0061678016,0.10679840855300426,0.06843778943023628,76.9993010882,64.0188517849
152,training,0.026460914,0.08874881453812122,0.06843778943023628,76.9993010882,64.0188517849
153,training,0.039825313,0.046313876286149025,0.06843778943023628,76.9993010882,64.0188517849
154,training,0.013187027,0.02391749434173107,0.06843778943023628,76.9993010882,64.0188517849
155,training,0.040316485,0.030292304232716564,0.06843778943023628,76.9993010882,64.0188517849
156,training,0.0038823453,0.051741959527134895,0.06843778943023628,77.2362458452,63.96692754
157,training,0.053999357,0.044608421623706825,0.01811059370820337,77.2362458452,63.96692754
158,training,0.012698192,0.02613488957285881,0.01811059370820337,77.2362458452,63.96692754
159,training,0.06430353,0.030375182628631592,0.01811059370820337,77.2362458452,63.96692754
160,training,0.06380193,0.060681819915771484,0.01811059370820337,77.2362458452,63.96692754
161,training,0.035655178,0.03906715847551823,0.01811059370820337,77.2362458452,63.96692754
162,training,0.011382581,0.01858341949991882,0.01811059370820337,77.4722692851,63.9577537116
163,training,0.0341884,0.025230555795133114,0.008457827073128348,77.4722692851,63.9577537116
164,training,0.0026022573,0.07807170646265149,0.008457827073128348,77.4722692851,63.9577537116
165,training,0.024644196,0.04831600934267044,0.008457827073128348,77.4722692851,63.9577537116
166,training,0.009695049,0.0041940938681364025,0.008457827073128348,77.4722692851,63.9577537116
167,training,0.014720829,0.04051164351403713,0.008457827073128348,77.4722692851,63.9577537116
168,training,0.018822432,0.06994076445698738,0.008457827073128348,77.708734389,63.9665087246
169,training,0.00653386,0.06753005459904671,0.019103570238561848,77.708734389,63.9665087246
170,training,0.010717881,0.01903749629855156,0.019103570238561848,77.708734389,63.9665087246
171,training,0.0059799133,0.08340778201818466,0.019103570238561848,77.708734389,63.9665087246
172,training,0.0074479254,0.0345986308529973,0.019103570238561848,77.708734389,63.9665087246
173,training,0.004707888,0.0033503063023090363,0.019103570238561848,77.9075898402,63.9482978416
174,training,0.003705672,0.10006417427212001,0.011039499661191624,77.9075898402,63.9482978416
175,training,0.009537003,0.12282535806298256,0.011039499661191624,77.9075898402,63.9482978416
176,training,0.029512303,0.13497710227966309,0.011039499661191624,77.9075898402,63.9482978416
177,training,0.014994613,0.13658026605844498,0.011039499661191624,77.9075898402,63.9482978416
178,training,0.0024522375,0.1684721577912569,0.011039499661191624,77.9075898402,63.9482978416
179,training,0.030419577,0.14234147779643533,0.011039499661191624,77.9075898402,63.9482978416
180,training,0.017620498,0.1161486804485321,0.009972982630780995,78.1406412017,63.9402381147
181,training,0.015713701,0.09481911361217496,0.009972982630780995,78.1406412017,63.9402381147
182,training,0.0067143305,0.1306416168808937,0.009972982630780995,78.1406412017,63.9402381147
183,training,0.013742104,0.13502293825149533,0.009972982630780995,78.1406412017,63.9402381147
184,training,0.008269363,0.1910237781703472,0.009972982630780995,78.1406412017,63.9402381147
185,training,0.044069275,0.17870985716581345,0.009972982630780995,78.3743451525,63.9700707384
186,training,0.04652812,0.19002576917409894,0.021926023292196915,78.3743451525,63.9700707384
187,training,0.056101255,0.1943861050531268,0.021926023292196915,78.3743451525,63.9700707384
188,training,0.0057972902,0.2342849741689861,0.021926023292196915,78.3743451525,63.9700707384
189,training,0.0031937247,0.29533744417130947,0.021926023292196915,78.3743451525,63.9700707384
190,training,0.025275115,0.3053894191980362,0.021926023292196915,78.3743451525,63.9700707384
191,training,0.0029861298,0.32001052564010024,0.021926023292196915,78.6171012602,63.9622916513
192,training,0.0080353925,0.32726841792464256,0.013792548114656734,78.6171012602,63.9622916513
193,training,0.056718353,0.011774595826864243,0.013792548114656734,78.6171012602,63.9622916513
194,training,0.0012891557,0.02028821036219597,0.013792548114656734,78.6171012602,63.9622916513
195,training,0.0011470167,0.026424238458275795,0.013792548114656734,78.6171012602,63.9622916513
196,training,0.043949664,0.01730821654200554,0.013792548114656734,78.6171012602,63.9622916513
197,training,0.00841293,0.04874514229595661,0.013792548114656734,78.8481238626,63.9768545994
198,training,0.041574284,0.09910624474287033,0.19993385395353763,78.8481238626,63.9768545994
199,training,0.0096439505,0.08127250336110592,0.19993385395353763,78.8481238626,63.9768545994
200,training,0.039719906,0.025736616924405098,0.19993385395353763,78.8481238626,63.9768545994
201,training,0.0038656075,0.004559775814414024,0.19993385395353763,78.8481238626,63.9768545994
202,training,0.04515976,0.017782311886549,0.19993385395353763,78.8481238626,63.9768545994
203,training,0.0032306202,0.02229221537709236,0.19993385395353763,79.0778429692,64.015509447
204,training,0.025535664,0.1749805249273777,0.4328274299632166,79.0778429692,64.015509447
205,training,0.06745069,0.12105001509189604,0.4328274299632166,79.0778429692,64.015509447
206,training,0.0033569545,0.12913398817181587,0.4328274299632166,79.0778429692,64.015509447
207,training,0.001242136,0.09531909227371216,0.4328274299632166,79.0778429692,64.015509447
208,training,0.04508302,0.05971558205783367,0.4328274299632166,79.0778429692,64.015509447
209,training,0.013176836,0.07414953503757717,0.4328274299632166,79.3134609273,64.0440105667
210,training,0.01886597,0.07721548527479172,0.6700866142890117,79.3134609273,64.0440105667
211,training,0.039022535,0.12463226914405823,0.6700866142890117,79.3134609273,64.0440105667
212,training,0.007080176,0.18458353728055954,0.6700866142890117,79.3134609273,64.0440105667
213,training,0.037617773,0.07503696624189615,0.6700866142890117,79.3134609273,64.0440105667
214,training,0.025367787,0.07754826545715332,0.6700866142890117,79.3134609273,64.0440105667
215,training,0.046025,0.048717900179326534,0.6700866142890117,79.5502740596,64.0782673021
216,training,0.0020992653,0.11663655564188959,0.9093639180780955,79.5502740596,64.0782673021
217,training,0.041652355,0.12381767854094505,0.9093639180780955,79.5502740596,64.0782673021
218,training,0.019926578,0.13262930139899254,0.9093639180780955,79.5502740596,64.0782673021
219,training,0.04125212,0.10580605268478394,0.9093639180780955,79.5502740596,64.0782673021
220,training,0.05148248,0.05762420780956745,0.9093639180780955,79.5502740596,64.0782673021
221,training,0.046557214,0.1464618593454361,0.9093639180780955,79.7833631906,64.1090111043
222,training,0.033235908,0.09187442995607853,1.144461750352099,79.7833631906,64.1090111043
223,training,0.0135638155,0.07133370637893677,1.144461750352099,79.7833631906,64.1090111043
224,training,0.010222944,0.06613637926056981,1.144461750352099,79.7833631906,64.1090111043
225,training,0.023432547,0.031358057633042336,1.144461750352099,79.7833631906,64.1090111043
226,training,0.01673619,0.16072285175323486,1.144461750352099,79.7833631906,64.1090111043
227,training,0.0037629558,0.033548250794410706,1.144461750352099,80.0181167312,64.129242553
228,training,0.030257478,0.15928415954113007,1.379806706609744,80.0181167312,64.129242553
229,training,0.018920494,0.12034966051578522,1.379806706609744,80.0181167312,64.129242553
230,training,0.0028099595,0.11042751185595989,1.379806706609744,80.0181167312,64.129242553
231,training,0.0030778325,0.032279931008815765,1.379806706609744,80.0181167312,64.129242553
232,training,0.013101893,0.1627509742975235,1.379806706609744,80.0181167312,64.129242553
233,training,0.01293767,0.15700349770486355,1.379806706609744,80.0181167312,64.129242553
234,training,0.016179515,0.13941924273967743,0.21516312380215794,80.2389119393,64.2459354858
235,training,0.0068861563,0.33369849622249603,0.21516312380215794,80.2389119393,64.2459354858
236,training,0.0085496465,0.6411953791975975,0.21516312380215794,80.2389119393,64.2459354858
237,training,0.002571777,0.9958935976028441,0.21516312380215794,80.2389119393,64.2459354858
238,training,0.038035855,0.9611034616827964,0.21516312380215794,80.2389119393,64.2459354858
239,training,0.013840716,1.161944940686226,0.4289771404259209,80.4199442006,64.3833967267
240,training,0.007769135,1.0184428542852402,0.4289771404259209,80.4826446035,64.5605947176
241,training,0.016366433,1.3289158046245575,0.6093905129429464,80.5056370598,64.6836881397
242,training,0.0025188688,1.177437461912632,0.7266603929587221,80.5056370598,64.6836881397
243,training,0.008489082,0.9442173838615417,0.7886271690257364,80.523673862,64.7444810647
244,training,0.0013235934,0.8264661580324174,0.7816756902336105,80.5346576284,64.711189891
245,training,0.018832495,0.7574577480554581,0.7649381272335456,80.5346576284,64.711189891
246,training,0.18728058,0.6281889975070953,0.7649381272335456,80.5101218047,64.6539172927
247,training,0.0085587995,0.3627964071929455,0.70313642928798,80.5101218047,64.6539172927
248,training,0.013025214,0.21282324753701684,0.70313642928798,80.4633285105,64.5884503797
249,training,0.06033216,0.23050898965448144,0.62297748011109,80.4633285105,64.5884503797
250,training,0.0062275524,0.23773308098316195,0.62297748011109,80.4633285105,64.5884503797
251,training,0.112251155,0.2369143874384463,0.62297748011109,80.4633285105,64.5884503797
252,training,0.0031137841,0.22681025136262176,0.62297748011109,80.3442934521,64.4822958188
253,training,0.0022061698,0.18170166760683062,0.47141152229334304,80.3442934521,64.4822958188
254,training,0.09362247,0.16449472308158875,0.47141152229334304,80.3442934521,64.4822958188
255,training,0.007606535,0.1777242980897427,0.47141152229334304,80.3442934521,64.4822958188
256,training,0.0055628545,0.14763846993446353,0.47141152229334304,80.3442934521,64.4822958188
257,training,0.029448887,0.10200065374374387,0.47141152229334304,80.3442934521,64.4822958188
258,training,0.010779968,0.06877033412456512,0.2992242442166942,80.171147434,64.3816235694
259,training,0.016572064,0.02768103778362277,0.2992242442166942,80.171147434,64.3816235694
260,training,0.0036413334,0.021238252520561218,0.2992242442166942,80.171147434,64.3816235694
261,training,0.010699792,0.020429804921150208,0.2992242442166942,80.171147434,64.3816235694
262,training,0.011439493,0.029446333646774306,0.2992242442166942,80.171147434,64.3816235694
263,training,0.02308871,0.0030113309621810913,0.2992242442166942,79.9437657346,64.3078958967
264,training,0.049874853,0.029200389981269836,0.1581877428301943,79.9437657346,64.3078958967
265,training,0.047598124,0.08553675562143326,0.1581877428301943,79.9437657346,64.3078958967
266,training,0.056113783,0.17899072170257568,0.1581877428301943,79.9437657346,64.3078958967
267,training,0.012649806,0.20830433443188667,0.1581877428301943,79.9437657346,64.3078958967
268,training,0.04558924,0.14443422481417656,0.1581877428301943,79.9437657346,64.3078958967
269,training,0.05558166,0.20730071514844894,0.1581877428301943,79.7073436918,64.2639130826
270,training,0.08147966,0.22588229551911354,0.08937576159776747,79.7073436918,64.2639130826
271,training,0.062228117,0.20483681932091713,0.08937576159776747,79.7073436918,64.2639130826
272,training,0.09890154,0.1475696675479412,0.08937576159776747,79.7073436918,64.2639130826
273,training,0.055072043,0.20705337636172771,0.08937576159776747,79.7073436918,64.2639130826
274,training,0.016551515,0.20558017306029797,0.08937576159776747,79.5105526816,64.2369654489
275,training,0.0019454684,0.10378322750329971,0.057851637498774755,79.5105526816,64.2369654489
276,training,0.004550828,0.12856081873178482,0.057851637498774755,79.5105526816,64.2369654489
277,training,0.010567167,0.15301785618066788,0.057851637498774755,79.5105526816,64.2369654489
278,training,0.002367079,0.14267032593488693,0.057851637498774755,79.5105526816,64.2369654489
279,training,0.1366068,0.14353486709296703,0.057851637498774755,79.3130097562,64.2195877271
280,training,0.03480462,0.20677182881627232,0.04200380809516606,79.3130097562,64.2195877271
281,training,0.047252927,0.1488421969115734,0.04200380809516606,79.3130097562,64.2195877271
282,training,0.19103618,0.07997656799852848,0.04200380809516606,79.3130097562,64.2195877271
283,training,0.02663271,0.1616485035046935,0.04200380809516606,79.3130097562,64.2195877271
284,training,0.009711577,0.18928967788815498,0.04200380809516606,79.1139073757,64.2094415098
285,training,0.015974788,0.21026040613651276,0.03176708112121474,79.1139073757,64.2094415098
286,training,0.0055470006,0.15394221991300583,0.03176708112121474,79.1139073757,64.2094415098
287,training,0.013680285,0.1476654764264822,0.03176708112121474,79.1139073757,64.2094415098
288,training,0.005505405,0.24122811853885653,0.03176708112121474,79.1139073757,64.2094415098
289,training,0.009790208,0.18185780197381973,0.03176708112121474,79.1139073757,64.2094415098
290,training,0.00781729,0.19842197000980377,0.03176708112121474,78.8746718565,64.2321694217
291,training,0.002441769,0.24443025141954422,0.053536016493217736,78.8746718565,64.2321694217
292,training,0.020440897,0.2904999405145645,0.053536016493217736,78.8746718565,64.2321694217
293,training,0.029202845,0.24868674576282507,0.053536016493217736,78.8746718565,64.2321694217
294,training,0.002610198,0.209025714546442,0.053536016493217736,78.8746718565,64.2321694217
295,training,0.10199166,0.27006646245718,0.053536016493217736,78.8746718565,64.2321694217
296,training,0.0008802905,0.27174495719373226,0.053536016493217736,78.6385729325,64.2773513579
297,training,0.012023595,0.2897393209859729,0.10112008285379748,78.6385729325,64.2773513579
298,training,0.032849997,0.2758273612707854,0.10112008285379748,78.6385729325,64.2773513579
299,training,0.028072564,0.277343088760972,0.10112008285379748,78.6385729325,64.2773513579
300,training,0.007980652,0.21390485763549805,0.10112008285379748,78.6385729325,64.2773513579
301,training,0.022401195,0.20041646948084235,0.10112008285379748,78.6385729325,64.2773513579
302,training,0.013406171,0.2056962698698044,0.10112008285379748,78.4035611229,64.3050984711
303,training,0.009976257,0.17867650836706161,0.13566743394781125,78.4035611229,64.3050984711
304,training,0.010995782,0.22298171371221542,0.13566743394781125,78.4035611229,64.3050984711
305,training,0.021412311,0.11831043660640718,0.13566743394781125,78.4035611229,64.3050984711
306,training,0.015617747,0.06941825151443481,0.13566743394781125,78.4035611229,64.3050984711
307,training,0.007342314,0.18652338907122612,0.13566743394781125,78.4035611229,64.3050984711
308,training,0.020776542,0.17453604191541672,0.13566743394781125,78.1648896276,64.2825313875
309,training,0.017990189,0.14088666439056396,0.11688720094593326,78.1648896276,64.2825313875
310,training,0.0077691786,0.08988184668123722,0.11688720094593326,78.1648896276,64.2825313875
311,training,0.00983069,0.0923188179731369,0.11688720094593326,78.1648896276,64.2825313875
312,training,0.011935945,0.07881624298170209,0.11688720094593326,78.1648896276,64.2825313875
313,training,0.009501514,0.03365474799647927,0.11688720094593326,78.1648896276,64.2825313875
314,training,0.013432641,0.03370538982562721,0.11688720094593326,77.9256138594,64.2446143717
315,training,0.017154051,0.048838060349226,0.08554157072369592,77.9256138594,64.2446143717
316,training,0.005258699,0.009283587336540222,0.08554157072369592,77.9256138594,64.2446143717
317,training,0.0068000047,0.007171217352151871,0.08554157072369592,77.9256138594,64.2446143717
318,training,0.0022723668,0.01508299633860588,0.08554157072369592,77.9256138594,64.2446143717
319,training,0.0022042615,0.02348433807492256,0.08554157072369592,77.9256138594,64.2446143717
320,training,0.076890156,0.0031948052346706356,0.08554157072369592,77.6885888903,64.2118017184
321,training,0.009844528,0.003808543086051948,0.05693255694144982,77.6885888903,64.2118017184
322,training,0.008929722,0.016834608279168606,0.05693255694144982,77.6885888903,64.2118017184
323,training,0.0043036183,0.05173252895474434,0.05693255694144982,77.6885888903,64.2118017184
324,training,0.004017016,0.05034300498664379,0.05693255694144982,77.6885888903,64.2118017184
325,training,0.02898914,0.12424076534807682,0.05693255694144982,77.4907022121,64.1909743967
326,training,0.01316919,0.08847300941124558,0.038962360966740196,77.4907022121,64.1909743967
327,training,0.0065439055,0.08396519348025322,0.038962360966740196,77.4907022121,64.1909743967
328,training,0.0033605422,0.16633884981274605,0.038962360966740196,77.4907022121,64.1909743967
329,training,0.00221139,0.16653631627559662,0.038962360966740196,77.4907022121,64.1909743967
330,training,0.0045798053,0.11317240260541438,0.038962360966740196,77.4907022121,64.1909743967
331,training,0.014431705,0.29123588651418686,0.038962360966740196,77.2512428969,64.1639281843
332,training,0.051220026,0.28041208535432816,0.015071154290360782,77.2512428969,64.1639281843
333,training,0.011355207,0.24484840221703053,0.015071154290360782,77.2512428969,64.1639281843
