step,mode,loss,angle_error(rad),distance(m)
1,use_model,0,0.04263882339000702,0.0
2,use_model,0,0.05804295837879181,0.0
3,use_model,0,0.030003294348716708,0.0
4,use_model,0,0.026696845889091464,0.0
5,use_model,0,0.06206367164850235,0.0
6,use_model,0,0.039614681154489524,0.0
7,use_model,0,0.026750765740871423,0.09129138118723801
8,use_model,0,0.05087925866246222,0.09129138118723801
9,use_model,0,0.0007577985525131226,0.09129138118723801
10,use_model,0,0.001292971894145012,0.09129138118723801
11,use_model,0,0.005684937350451946,0.09129138118723801
12,use_model,0,0.010876286774873734,0.12998154265079173
13,use_model,0,0.007981274276971817,0.12998154265079173
14,use_model,0,0.023528899997472763,0.12998154265079173
15,use_model,0,0.017929059453308582,0.12998154265079173
16,use_model,0,0.027015890926122665,0.12998154265079173
17,use_model,0,0.006100722588598728,0.13399902050408835
18,use_model,0,0.0033794380724430084,0.13399902050408835
19,use_model,0,0.0008950866758823395,0.13399902050408835
20,use_model,0,0.005794794764369726,0.13399902050408835
21,use_model,0,0.006453128531575201,0.1177978245263499
22,use_model,0,0.006519513204693794,0.1177978245263499
23,use_model,0,0.01217653602361679,0.1177978245263499
24,use_model,0,0.019811537116765976,0.1177978245263499
25,use_model,0,0.010137119796127081,0.1177978245263499
26,use_model,0,0.002276921644806862,0.08444234876883194
27,use_model,0,0.016663622111082077,0.08444234876883194
28,use_model,0,0.02197578176856041,0.08444234876883194
29,use_model,0,0.027696721255779266,0.08444234876883194
30,use_model,0,0.025212805718183524,0.08444234876883194
31,use_model,0,0.022564467042684555,0.04651255940802984
32,use_model,0,0.0251939557492733,0.04651255940802984
33,use_model,0,0.03400687128305435,0.04651255940802984
34,use_model,0,0.029683049768209464,0.04651255940802984
35,use_model,0,0.023639690130949013,0.04651255940802984
36,use_model,0,0.029483132064342506,0.029111859049551513
37,use_model,0,0.001337837427854538,0.029111859049551513
38,use_model,0,0.0012945309281349252,0.029111859049551513
39,use_model,0,0.016487009823322296,0.029111859049551513
40,use_model,0,0.017010569572448737,0.029111859049551513
41,use_model,0,0.03663771227002144,0.010210983003853277
42,use_model,0,0.03251432301476598,0.010210983003853277
43,use_model,0,0.037483081221580505,0.010210983003853277
44,use_model,0,0.046183884143829346,0.013135266802455635
45,use_model,0,0.06684592738747597,0.013135266802455635
46,use_model,0,0.050450798124074936,0.013135266802455635
47,use_model,0,0.04417882487177848,0.013135266802455635
48,use_model,0,0.03932860493659973,0.013135266802455635
49,use_model,0,0.026951301842927933,0.029284685835099716
50,use_model,0,0.03541076555848122,0.029284685835099716
51,use_model,0,0.04657328128814698,0.029284685835099716
52,use_model,0,0.04751076176762581,0.029284685835099716
53,use_model,0,0.04035811126232147,0.029284685835099716
54,use_model,0,0.04052272066473961,0.03298033939652428
55,use_model,0,0.003032475709915161,0.03298033939652428
56,use_model,0,0.0016489177942275932,0.03298033939652428
57,use_model,0,0.008125664666295052,0.03298033939652428
58,use_model,0,0.027550749015063047,0.03298033939652428
59,use_model,0,0.00022577913478016853,0.03704426494926772
60,use_model,0,0.004865370690822605,0.03704426494926772
61,use_model,0,0.0052638147026300465,0.03704426494926772
62,use_model,0,0.01576111651957035,0.03704426494926772
63,use_model,0,0.011442089453339577,0.03704426494926772
64,use_model,0,0.011245831847190857,0.033877584690396485
65,use_model,0,0.048329245299100876,0.033877584690396485
66,use_model,0,6.861984729766846e-05,0.033877584690396485
67,use_model,0,0.005022220313549042,0.033877584690396485
68,use_model,0,0.0014098547399044037,0.026467064129755753
69,use_model,0,0.011398100294172762,0.026467064129755753
70,use_model,0,0.014517301693558693,0.026467064129755753
71,use_model,0,0.010395133867859844,0.026467064129755753
72,use_model,0,0.014686753042042255,0.026467064129755753
73,use_model,0,0.017151683568954468,0.04043180813548877
74,use_model,0,0.010396940633654596,0.04043180813548877
75,use_model,0,0.0028655235655605793,0.04043180813548877
76,use_model,0,0.017379894852638245,0.04043180813548877
77,use_model,0,0.0027482695877551998,0.04466452273630341
78,use_model,0,0.00945884920656681,0.04466452273630341
79,use_model,0,0.023161825723946095,0.04466452273630341
80,use_model,0,0.021917761769145727,0.04466452273630341
81,use_model,0,0.0766066424548626,0.04466452273630341
82,use_model,0,0.050837136805057526,0.02615029230972185
83,use_model,0,0.07425704225897789,0.02615029230972185
84,use_model,0,0.07925566658377647,0.02615029230972185
85,use_model,0,0.09458648040890695,0.02615029230972185
86,use_model,0,0.10890231654047966,0.02615029230972185
87,use_model,0,0.04976526275277138,0.013286640766099707
88,use_model,0,0.10161149129271507,0.013286640766099707
89,use_model,0,0.08575398847460747,0.013286640766099707
90,use_model,0,0.09554406628012657,0.013286640766099707
91,use_model,0,0.005924897268414497,0.013286640766099707
92,use_model,0,0.05743111670017242,0.033710102693561395
93,use_model,0,0.07156237587332726,0.033710102693561395
94,use_model,0,0.04370241612195968,0.033710102693561395
95,use_model,0,0.045303843915462494,0.033710102693561395
96,use_model,0,0.038714565336704254,0.033710102693561395
97,use_model,0,0.04021072760224342,0.05113738205391486
98,use_model,0,0.039998121559619904,0.05113738205391486
99,use_model,0,0.03034825250506401,0.05113738205391486
100,use_model,0,0.03677242249250411,0.05113738205391486
101,use_model,0,0.03889613598585129,0.05019657552324204
102,use_model,0,0.0370451882481575,0.05019657552324204
103,use_model,0,0.03193507716059685,0.05019657552324204
104,use_model,0,0.037449903786182404,0.05019657552324204
105,use_model,0,0.027599688619375225,0.05019657552324204
106,use_model,0,0.03738289326429367,0.04938114970896352
107,use_model,0,0.037705954164266586,0.04938114970896352
108,use_model,0,0.03714246302843094,0.04938114970896352
109,use_model,0,0.030497338622808456,0.04938114970896352
110,use_model,0,0.020293409936130047,0.04938114970896352
111,use_model,0,0.031759290024638176,0.04961114579754172
112,use_model,0,0.4401581585407257,0.04961114579754172
113,use_model,0,0.04373064637184143,0.04961114579754172
114,use_model,0,0.051107421517372104,0.04961114579754172
115,use_model,0,0.03767754137516022,0.04961114579754172
116,use_model,0,0.019598498940467834,0.04961114579754172
117,use_model,0,0.018218562006950406,0.04961114579754172
118,use_model,0,0.045390456914901706,0.04961114579754172
119,use_model,0,0.06841970607638359,0.04961114579754172
120,use_model,0,0.06645478680729866,0.04961114579754172
121,use_model,0,0.12064367905259135,0.04961114579754172
122,use_model,0,0.12506522610783577,0.04961114579754172
123,use_model,0,0.13062073662877083,0.04961114579754172
124,use_model,0,0.12514366582036018,0.04961114579754172
125,use_model,0,0.13251573219895366,0.04961114579754172
126,use_model,0,0.12087446823716164,0.04961114579754172
127,use_model,0,0.11902042105793953,0.04961114579754172
128,use_model,0,0.13242417946457863,0.04961114579754172
129,use_model,0,0.02960463473573327,1.605808585216032
130,use_model,0,0.2474110014736652,1.605808585216032
131,use_model,0,0.01117898523807525,1.605808585216032
132,use_model,0,0.0019675325602293015,1.605808585216032
133,use_model,0,0.0013903956860303844,1.605808585216032
134,use_model,0,0.002989320084452629,1.605808585216032
135,use_model,0,0.0001539718359708786,1.605808585216032
136,use_model,0,0.0006038080900907499,1.605808585216032
137,use_model,0,0.001006020698696375,1.605808585216032
138,use_model,0,0.0013592131435871124,1.605808585216032
139,use_model,0,0.0025594993494451046,1.605808585216032
140,use_model,0,0.002688066568225622,1.605808585216032
141,use_model,0,0.0022542341612279415,1.605808585216032
142,use_model,0,0.0015830262564122681,1.605808585216032
143,use_model,0,0.0031326869502663612,1.605808585216032
144,use_model,0,0.003999949898570777,1.605808585216032
145,use_model,0,0.00268027326092124,1.605808585216032
146,use_model,0,0.0012775971554219723,1.605808585216032
147,use_model,0,0.003939063753932714,1.605808585216032
