step,mode,loss,angle_error(rad),distance(m),x(m),y(m)
1,training,0.102527924,0.30647173151373863,0.0,75.9637211172,59.2578275732
2,training,0.094410405,0.2914601545780897,0.0,75.9637211172,59.2578275732
3,training,0.071420796,0.23815768584609032,0.0,75.9637211172,59.2578275732
4,training,0.06628911,0.25045307725667953,0.0,75.9637211172,59.2578275732
5,training,0.06573747,0.2640969529747963,0.0,75.9637211172,59.2578275732
6,training,0.076290205,0.33273589611053467,0.0,75.9637211172,59.2578275732
7,training,0.07612865,0.3028517886996269,0.0,75.9637211172,59.2578275732
8,training,0.080459595,0.31693024933338165,0.28028440315526987,76.2284025785,59.2824387921
9,training,0.10222923,0.5328439027070999,0.28028440315526987,76.2284025785,59.2824387921
10,training,0.15808193,0.8262162283062935,0.28028440315526987,76.2284025785,59.2824387921
11,training,0.14891574,1.065394852310419,0.28028440315526987,76.2284025785,59.2824387921
12,training,0.1738877,1.2976144403219223,0.47657276176511304,76.4240386011,59.2990974307
13,training,0.66620874,1.2369066700339317,0.47657276176511304,76.4240386011,59.2990974307
14,training,0.44428012,1.4107019482180476,0.5882432688970864,76.535201371,59.3097613333
15,training,0.7149413,1.4665058609098196,0.6398650629313064,76.5850749778,59.3281613197
16,training,0.6732957,1.4471743404865265,0.6649695382530841,76.6127050503,59.3048510503
17,training,0.7368964,1.1198616102337837,0.6843606897588015,76.6457986992,59.2921921197
18,training,0.5806881,1.081362396478653,0.6970751814371032,76.6457986992,59.2921921197
19,training,0.9181892,0.8363825082778931,0.6897275570114513,76.639023495,59.2811908649
20,training,0.49261355,0.7096370756626128,0.6754419789056899,76.6231774162,59.3052829111
21,training,0.39198777,0.3815372437238693,0.6754419789056899,76.6231774162,59.3052829111
22,training,0.17707428,0.09832201898097986,0.6125391061130022,76.5625062461,59.2435145903
23,training,0.27580214,0.014399200677871704,0.6125391061130022,76.5625062461,59.2435145903
24,training,0.30518064,0.15619031339883804,0.6125391061130022,76.4529859481,59.1897976964
25,training,0.40370038,0.37932754680514336,0.5065746335074436,76.4529859481,59.1897976964
26,training,0.33418143,0.6251723729074001,0.5065746335074436,76.4529859481,59.1897976964
27,training,0.17077346,0.8083206415176392,0.5065746335074436,76.4529859481,59.1897976964
28,training,0.42657498,0.7175096161663532,0.5065746335074436,76.4529859481,59.1897976964
29,training,0.18338631,0.5120553635060787,0.5065746335074436,76.4529859481,59.1897976964
30,training,0.09321346,0.4008747786283493,0.5065746335074436,76.2262600766,59.1059734871
31,training,0.17195283,0.3893108367919922,0.3115491376107204,76.2262600766,59.1059734871
32,training,0.4260642,0.2798398360610008,0.3115491376107204,76.2262600766,59.1059734871
33,training,0.30493906,0.22652701660990715,0.3115491376107204,76.2262600766,59.1059734871
