step,mode,loss,angle_error(rad),distance(m)
1,training,0.011338257,0.8435788154602051,0.0,0,0,0,0
2,training,0.71163726,0.13104069232940674,0.0,0,0,0,0
3,training,0.0135764815,0.5483009070158005,0.0,0,0,0,0
4,training,0.26268095,0.6157829314470291,0.0,0,0,0,0
5,training,0.011479538,0.388770530000329,0.0,0,0,0,0
6,training,0.25259772,0.35049329325556755,0.0,0,0,0,0
7,training,0.06876808,0.33495448157191277,0.02631187984221691,0,0,0,0
8,training,0.089212485,0.08741148142144084,0.02631187984221691,0,0,0,0
9,training,0.05122196,0.360225435346365,0.02631187984221691,0,0,0,0
10,training,0.05965884,0.01813642680644989,0.02631187984221691,0,0,0,0
11,training,0.09417082,0.22565427795052528,0.02631187984221691,0,0,0,0
12,training,0.022703327,0.1257270686328411,0.01735231448998087,0,0,0,0
13,training,0.022780629,0.33503322303295135,0.01735231448998087,0,0,0,0
14,training,0.070602655,0.22883761674165726,0.01735231448998087,0,0,0,0
15,training,0.05913588,0.09295777603983879,0.01735231448998087,0,0,0,0
16,training,0.017923862,0.005573198199272156,0.01735231448998087,0,0,0,0
17,training,0.033010233,0.07024976611137389,0.04727537143928027,0,0,0,0
18,training,0.07164536,0.07640649378299713,0.04727537143928027,0,0,0,0
19,training,0.05455303,0.018104352056980147,0.04727537143928027,0,0,0,0
20,training,0.051484957,0.19402571022510529,0.04727537143928027,0,0,0,0
21,training,0.019522034,0.1080990619957447,0.06558163419138469,0,0,0,0
22,training,0.041311894,0.04668091982603072,0.06558163419138469,0,0,0,0
23,training,0.046366945,0.16643095761537552,0.06558163419138469,0,0,0,0
24,training,0.029981349,0.029896767809987068,0.06558163419138469,0,0,0,0
25,training,0.017762175,0.08720238320529461,0.06558163419138469,0,0,0,0
26,training,0.035770945,0.0671863742172718,0.06017304145890968,0,0,0,0
27,training,0.01858188,0.15817855298519135,0.06017304145890968,0,0,0,0
28,training,0.036550682,0.09140726178884506,0.06017304145890968,0,0,0,0
29,training,0.034768637,0.11774438247084618,0.06017304145890968,0,0,0,0
30,training,0.02311315,0.02660487685352564,0.06017304145890968,0,0,0,0
31,training,0.014740473,0.11002039350569248,0.07036792767257077,0,0,0,0
32,training,0.03707032,0.10142028145492077,0.07036792767257077,0,0,0,0
33,training,0.04214102,0.05232399143278599,0.07036792767257077,0,0,0,0
