step,mode,loss,angle_error(rad),distance(m),x(m),y(m)
1,training,0.048992466,0.18657970428466797,0.0,76.1663858441,59.8232848002
2,training,0.057474457,0.24077696353197103,0.0,76.1663858441,59.8232848002
3,training,0.065169424,0.27199002355337143,0.0,76.1663858441,59.8232848002
4,training,0.055706415,0.2691097855567932,0.0,76.1663858441,59.8232848002
5,training,0.03990724,0.2698260098695755,0.0,76.1663858441,59.8232848002
6,training,0.03893191,0.21725964546203608,0.0,76.1663858441,59.8232848002
7,training,0.036327325,0.2680717706680298,0.0,76.1663858441,59.8232848002
8,training,0.030803468,0.2500741183757782,0.20637982656726722,76.3562005518,59.8086374836
9,training,0.028557222,0.19567936658859253,0.20637982656726722,76.3562005518,59.8086374836
10,training,0.047897957,0.4397184252738954,0.20637982656726722,76.3562005518,59.8086374836
11,training,0.06536346,0.39373064041137706,0.3100594871250495,76.4598076853,59.8125317708
12,training,0.11754945,0.6422784328460693,0.3100594871250495,76.4598076853,59.8125317708
13,training,0.04680708,0.5869410037994385,0.368649205736906,76.5170475367,59.765071061
14,training,0.10761264,0.5146495103836057,0.39342829620218017,76.5410043562,59.7437749379
15,training,0.16198075,0.2421995997428894,0.40837420835562704,76.554507551,59.7047345033
16,training,0.10738496,0.06930023431777943,0.4158623977317857,76.5615173652,59.6948686409
17,training,0.10606434,0.06814903020858754,0.4137846772107155,76.5576641984,59.6654901683
18,training,0.122131795,0.205674409866333,0.4137846772107155,76.5576641984,59.6654901683
19,training,0.10554431,0.3048343062400818,0.389040484504989,76.5257056669,59.5891625496
20,training,0.109664775,0.36182254552841187,0.389040484504989,76.5257056669,59.5891625496
21,training,0.10558999,0.38983321189880377,0.3446038985055894,76.4740401504,59.5367105417
22,training,0.060590778,0.4389924705028534,0.3446038985055894,76.4740401504,59.5367105417
23,training,0.12600024,0.46392786502838135,0.3446038985055894,76.4740401504,59.5367105417
24,training,0.10828794,0.45397296547889704,0.26109057347172476,76.3777346933,59.4772091131
25,training,0.1611997,0.45428580045700073,0.26109057347172476,76.3777346933,59.4772091131
26,training,0.14401971,0.4296795576810837,0.26109057347172476,76.3777346933,59.4772091131
27,training,0.09822634,0.3265733420848846,0.26109057347172476,76.3777346933,59.4772091131
28,training,0.05257892,0.23094618320465082,0.12380084967975864,76.229106368,59.4500285472
29,training,0.040448647,0.2687814086675644,0.12380084967975864,76.229106368,59.4500285472
30,training,0.059186902,0.2526181936264038,0.12380084967975864,76.229106368,59.4500285472
31,training,0.23511824,0.42528656125068665,0.12380084967975864,76.229106368,59.4500285472
32,training,0.08530332,0.3904932141304016,0.02610140039250612,76.0725457384,59.4131559333
33,training,0.16621077,0.3710324764251709,0.02610140039250612,76.0725457384,59.4131559333
34,training,0.22114345,0.21126174926757812,0.02610140039250612,76.0725457384,59.4131559333
35,training,0.072562695,0.3282646983861923,0.02610140039250612,76.0725457384,59.4131559333
36,training,0.047626916,0.23883900046348583,0.15937428932174214,75.9124614452,59.4823216825
37,training,0.08139306,0.3896375596523285,0.15937428932174214,75.9124614452,59.4823216825
38,training,0.17630768,0.6642407178878784,0.25787671243835436,75.8351805096,59.5573287862
39,training,0.19439957,0.8853662014007566,0.25787671243835436,75.8351805096,59.5573287862
40,training,0.15893513,0.9285100102424622,0.3350801823520398,75.7707660151,59.6010524039
41,training,0.29796967,1.1507405638694763,0.38651742910885145,75.7553553781,59.6757426708
42,training,0.22268854,1.083229660987854,0.40441042206277183,75.7423545707,59.7367449074
43,training,0.13278472,1.0333141088485718,0.40843989113220663,75.7419138563,59.8169610111
44,training,0.14747114,0.9075725674629211,0.39992059628954146,75.7563496073,59.8705328606
45,training,0.3854914,0.8019967079162598,0.37585343490520295,75.7822233615,59.8774937365
46,training,0.21713552,0.7160943150520325,0.35139186449294263,75.8176385781,59.9140678375
47,training,0.156916,0.5540972948074341,0.31199634395756354,75.8574665705,59.9084682328
48,training,0.46172974,0.40280693769454956,0.2687971964864566,75.8990593991,59.896334222
49,training,0.36249313,0.09759896993637074,0.23526674657920282,75.9396261431,59.9053231436
50,training,0.38423708,0.04094797372817993,0.19337459506311544,75.9770901617,59.8865774836
51,training,0.24637522,0.23413586616516113,0.19337459506311544,75.9770901617,59.8865774836
52,training,0.26143536,0.25234454870224,0.117314209847806,76.0351320441,59.8238265368
