step,mode,loss,angle_error(rad),distance(m)
1,use_model,0,0.015399042516946786,0.0
2,use_model,0,0.04354611411690713,0.0
3,use_model,0,0.1609293818473816,0.0
4,use_model,0,0.0712498053908348,0.0
5,use_model,0,0.05286309868097305,0.0
6,use_model,0,0.13432911038398743,0.0
7,use_model,0,0.0674905851483345,0.23286563703278998
8,use_model,0,0.001287803053855896,0.23286563703278998
9,use_model,0,0.017328145448118448,0.23286563703278998
10,use_model,0,0.020322754979133606,0.23286563703278998
11,use_model,0,0.007985949516296387,0.23286563703278998
12,use_model,0,0.015411078929901123,0.47774405593943575
13,use_model,0,0.04107321798801422,0.47774405593943575
14,use_model,0,0.056194914504885674,0.47774405593943575
15,use_model,0,0.05160087160766125,0.47774405593943575
16,use_model,0,0.02512734942138195,0.677452701388008
17,use_model,0,0.037236936390399926,0.677452701388008
18,use_model,0,0.0966738760471344,0.677452701388008
19,use_model,0,0.07075256109237671,0.677452701388008
20,use_model,0,0.09887980669736861,0.9346804144451943
21,use_model,0,0.1105395182967186,0.9346804144451943
22,use_model,0,0.15783612430095673,0.9346804144451943
23,use_model,0,0.09467808157205582,0.9346804144451943
24,use_model,0,0.11514126509428024,0.9346804144451943
25,use_model,0,0.24792920053005219,1.1693722653769234
26,use_model,0,0.28773872554302216,1.1693722653769234
27,use_model,0,0.2939820736646652,1.1693722653769234
28,use_model,0,0.2424830049276352,1.1693722653769234
29,use_model,0,0.23810869455337524,1.1693722653769234
30,use_model,0,0.2007482498884201,1.3634716293112723
31,use_model,0,0.1934707462787628,1.3634716293112723
32,use_model,0,0.14032647013664246,1.3634716293112723
33,use_model,0,0.14833737909793854,1.3634716293112723
34,use_model,0,0.12091078981757164,0.07959331996289491
35,use_model,0,0.119534095749259,0.07959331996289491
36,use_model,0,0.15659667178988457,0.07959331996289491
37,use_model,0,0.25728846341371536,0.07959331996289491
38,use_model,0,0.18733921647071838,0.30779692428101346
39,use_model,0,0.20150605589151382,0.30779692428101346
40,use_model,0,0.24515263736248014,0.30779692428101346
41,use_model,0,0.2597748935222626,0.30779692428101346
42,use_model,0,0.2797399163246155,0.30779692428101346
43,use_model,0,0.21631105244159696,0.5317893872037033
44,use_model,0,0.26396040618419647,0.5317893872037033
45,use_model,0,0.2843453735113144,0.5317893872037033
46,use_model,0,0.29379598796367645,0.5317893872037033
47,use_model,0,0.2872391045093537,0.5317893872037033
48,use_model,0,0.29116250574588776,0.7529439955441545
49,use_model,0,0.27554634213447565,0.7529439955441545
50,use_model,0,0.30112478137016296,0.7529439955441545
51,use_model,0,0.33107182383537287,0.7529439955441545
52,use_model,0,0.32882590591907496,0.7529439955441545
53,use_model,0,0.2992371916770935,1.0078425804939362
54,use_model,0,0.3059249520301819,1.0078425804939362
55,use_model,0,0.2824030667543412,1.0078425804939362
56,use_model,0,0.3252331614494324,1.0078425804939362
57,use_model,0,0.30010354518890375,1.0078425804939362
58,use_model,0,0.32417273521423345,1.2722827275080766
59,use_model,0,0.324911043047905,1.2722827275080766
60,use_model,0,0.3444025367498398,1.2722827275080766
61,use_model,0,0.33586217463016504,1.2722827275080766
62,use_model,0,0.31369671225547796,1.5170944021558677
63,use_model,0,0.2423092275857925,1.5170944021558677
64,use_model,0,0.3098052889108658,1.5170944021558677
65,use_model,0,0.2845230847597122,1.5170944021558677
66,use_model,0,0.2755509167909622,0.24820363734828466
67,use_model,0,0.2813783288002014,0.24820363734828466
68,use_model,0,0.28635163605213165,0.24820363734828466
69,use_model,0,0.2404012233018875,0.24820363734828466
70,use_model,0,0.2594266682863236,0.24820363734828466
71,use_model,0,0.3152898848056793,0.4660071410380042
72,use_model,0,0.3315110355615616,0.4660071410380042
73,use_model,0,0.3089578151702881,0.4660071410380042
74,use_model,0,0.30983857810497284,0.4660071410380042
75,use_model,0,0.31655469536781305,0.4660071410380042
76,use_model,0,0.32902660965919495,0.6998470274900805
77,use_model,0,0.3357381373643875,0.6998470274900805
78,use_model,0,0.33272299170494085,0.6998470274900805
79,use_model,0,0.3220171630382538,0.6998470274900805
80,use_model,0,0.32825073599815363,0.6998470274900805
81,use_model,0,0.3311852812767028,0.9263397224531827
82,use_model,0,0.3611309230327606,0.9263397224531827
83,use_model,0,0.3139052987098694,0.9263397224531827
84,use_model,0,0.32918645441532135,0.9263397224531827
85,use_model,0,0.3311794698238373,1.164413797154273
86,use_model,0,0.3425860404968262,1.164413797154273
87,use_model,0,0.31707102060317993,1.164413797154273
88,use_model,0,0.33575743436813354,1.164413797154273
89,use_model,0,0.33220072090625763,1.164413797154273
90,use_model,0,0.34702788293361664,1.408805770353184
91,use_model,0,0.3216235190629959,1.408805770353184
92,use_model,0,0.34818191826343536,1.408805770353184
93,use_model,0,0.37666478753089905,1.408805770353184
94,use_model,0,0.31171198934316635,0.18539913462002247
95,use_model,0,0.2437269389629364,0.18539913462002247
96,use_model,0,0.32006970047950745,0.18539913462002247
97,use_model,0,0.33059483766555786,0.18539913462002247
98,use_model,0,0.3061708807945252,0.18539913462002247
99,use_model,0,0.32047149538993835,0.41928294488486156
100,use_model,0,0.2715446949005127,0.41928294488486156
101,use_model,0,0.3253646194934846,0.41928294488486156
102,use_model,0,0.3063103258609772,0.41928294488486156
103,use_model,0,0.31300437450408936,0.41928294488486156
104,use_model,0,0.2717076241970062,0.648316563697381
105,use_model,0,0.2859931588172913,0.648316563697381
106,use_model,0,0.28890690207481384,0.648316563697381
107,use_model,0,0.3346254527568817,0.648316563697381
108,use_model,0,0.32864934206008917,0.648316563697381
109,use_model,0,0.33699166774749756,0.9124404563491137
110,use_model,0,0.2817994952201843,0.9124404563491137
111,use_model,0,0.3112530708312988,0.9124404563491137
112,use_model,0,0.30377745628356934,0.9124404563491137
113,use_model,0,0.3413327634334564,0.9124404563491137
114,use_model,0,0.32122585177421575,1.1329718907925368
115,use_model,0,0.30346336960792536,1.1329718907925368
116,use_model,0,0.31079426407814026,1.1329718907925368
117,use_model,0,0.2793497443199157,1.1329718907925368
118,use_model,0,0.3025639057159423,1.1329718907925368
119,use_model,0,0.3197979032993316,1.3491527122251836
120,use_model,0,0.3231329619884491,1.3491527122251836
121,use_model,0,0.32924079895019526,1.3491527122251836
122,use_model,0,0.14030839502811432,1.3491527122251836
123,use_model,0,0.1576054394245148,0.09262502555470964
124,use_model,0,0.19948340952396393,0.09262502555470964
125,use_model,0,0.1582455188035965,0.09262502555470964
126,use_model,0,0.2723246514797211,0.09262502555470964
127,use_model,0,0.25413165986537933,0.323663878826551
128,use_model,0,0.1723677068948746,0.323663878826551
129,use_model,0,0.17346455156803134,0.323663878826551
130,use_model,0,0.254879891872406,0.323663878826551
131,use_model,0,0.20698311924934387,0.323663878826551
132,use_model,0,0.18764367699623105,0.5663271153232791
133,use_model,0,0.19136174023151395,0.5663271153232791
134,use_model,0,0.24144865572452545,0.5663271153232791
135,use_model,0,0.19116158783435822,0.5663271153232791
136,use_model,0,0.1884923875331879,0.5663271153232791
137,use_model,0,0.1917219161987305,0.8073922342109364
138,use_model,0,0.2538433223962784,0.8073922342109364
139,use_model,0,0.2400270700454712,0.8073922342109364
140,use_model,0,0.25294816493988037,0.8073922342109364
141,use_model,0,0.2873086035251617,0.8073922342109364
142,use_model,0,0.26810401678085327,1.048339336742756
143,use_model,0,0.2731724232435227,1.048339336742756
144,use_model,0,0.31755751371383667,1.048339336742756
145,use_model,0,0.3555370718240738,1.048339336742756
146,use_model,0,0.25041379034519196,1.048339336742756
147,use_model,0,0.17858326435089109,1.2986716994981922
