step,mode,loss,angle_error(rad),distance(m),x(m),y(m)
1,training,0.08258855,0.2691731695085764,0.0,-10.8714109638,-16.734248603
2,training,0.072454624,0.2473375387489795,0.0,-10.8714109638,-16.734248603
3,training,0.06121687,0.22388922423124308,0.0,-10.8714109638,-16.734248603
4,training,0.05504791,0.23994296789169312,0.0,-10.8714109638,-16.734248603
5,training,0.04776114,0.2079443633556366,0.0,-10.8714109638,-16.734248603
6,training,0.03586561,0.19646680355072021,0.0,-10.8714109638,-16.734248603
7,training,0.030473724,0.1692189872264862,0.0,-10.8714109638,-16.734248603
8,training,0.021177005,0.1163453608751297,0.0,-10.8714109638,-16.734248603
9,training,0.016998453,0.16589511930942535,0.021262572224336387,-10.6832995484,-16.6652584465
10,training,0.009556269,0.05013924837112432,0.021262572224336387,-10.6832995484,-16.6652584465
11,training,0.004032443,0.023877173662185724,0.021262572224336387,-10.6832995484,-16.6652584465
12,training,0.0033750278,0.04954531788825989,0.021262572224336387,-10.6832995484,-16.6652584465
13,training,0.0007637767,0.031621962785720825,0.021262572224336387,-10.6832995484,-16.6652584465
14,training,0.0039004046,0.15015916526317596,0.021262572224336387,-10.5127546821,-16.615398066
15,training,0.0052317833,0.16698475182056427,0.013949953202192451,-10.5127546821,-16.615398066
16,training,0.015990447,0.33372764475643635,0.013949953202192451,-10.5127546821,-16.615398066
17,training,0.02376619,0.3345145992934704,0.013949953202192451,-10.4073836649,-16.5333414201
18,training,0.042341996,0.3017173521220684,0.017255744470586896,-10.4073836649,-16.5333414201
19,training,0.0048892125,0.24348799511790276,0.017255744470586896,-10.3444245783,-16.4490737391
20,training,0.012932708,0.19408860430121422,0.06759871933653895,-10.3444245783,-16.4490737391
21,training,0.012805864,0.23685785755515099,0.06759871933653895,-10.3444245783,-16.4490737391
22,training,0.021189708,0.23197603225708008,0.06759871933653895,-10.2632501398,-16.3222755635
23,training,0.028817471,0.21672289818525314,0.14847862982300025,-10.2632501398,-16.3222755635
24,training,0.035231203,0.2763734981417656,0.14847862982300025,-10.2632501398,-16.3222755635
25,training,0.058134895,0.5148841515183449,0.14847862982300025,-10.2632501398,-16.3222755635
26,training,0.05761982,0.5036452412605286,0.30727589529388294,-10.1545329247,-16.09571493
27,training,0.12552053,0.811033695936203,0.30727589529388294,-10.1545329247,-16.09571493
28,training,0.027816987,0.8060694634914398,0.30727589529388294,-10.0916155211,-16.0060490672
29,training,0.10647785,0.8140235170722009,0.36065783347954716,-10.0916155211,-16.0060490672
30,training,0.034978572,0.810217283666134,0.4080696503383774,-10.0402313503,-15.9297175982
31,training,0.20253283,0.8051422759890555,0.4080696503383774,-10.0402313503,-15.9297175982
32,training,0.0793398,0.7987611517310141,0.4023649995182565,-9.9592170771,-15.9012822223
33,training,0.044897225,0.5008401274681092,0.4023649995182565,-9.9592170771,-15.9012822223
34,training,0.039436817,0.4998196177184583,0.4023649995182565,-9.87870540451,-15.8946051618
35,training,0.12792504,0.4843978062272072,0.37913885580198264,-9.87870540451,-15.8946051618
36,training,0.11549547,0.1754775308072567,0.37913885580198264,-9.75840795891,-15.9147575
37,training,0.06387307,0.15725312195718288,0.32262515242371664,-9.75840795891,-15.9147575
38,training,0.17893837,0.13321437686681747,0.32262515242371664,-9.75840795891,-15.9147575
39,training,0.12756017,0.12887852918356657,0.32262515242371664,-9.75840795891,-15.9147575
40,training,0.116342306,0.12273215735331178,0.32262515242371664,-9.75840795891,-15.9147575
41,training,0.1636438,0.19084610790014267,0.32262515242371664,-9.75840795891,-15.9147575
42,training,0.1475463,0.20048824232071638,0.32262515242371664,-9.75840795891,-15.9147575
43,training,0.06899728,0.19815799593925476,0.32262515242371664,-9.75840795891,-15.9147575
44,training,0.10026938,0.35018856078386307,0.04912749192094368,-9.54293074967,-16.0050862986
45,training,0.06137336,0.3368541374802589,0.04912749192094368,-9.54293074967,-16.0050862986
46,training,0.12803549,0.33749714121222496,0.04912749192094368,-9.54293074967,-16.0050862986
47,training,0.12312957,0.2918740175664425,0.04912749192094368,-9.54293074967,-16.0050862986
48,training,0.18301034,0.30662924051284784,0.04912749192094368,-9.54293074967,-16.0050862986
49,training,0.073201224,0.3244186900556088,0.04912749192094368,-9.54293074967,-16.0050862986
50,training,0.06789541,0.29200469329953194,0.12491617890768181,-9.325327144,-16.0986003756
51,training,0.14131509,0.30502598360180855,0.12491617890768181,-9.325327144,-16.0986003756
52,training,0.05748182,0.31400964409112925,0.12491617890768181,-9.325327144,-16.0986003756
53,training,0.08338389,0.4486064650118351,0.12491617890768181,-9.325327144,-16.0986003756
54,training,0.11723376,0.43069844692945486,0.12491617890768181,-9.14090543239,-16.1542036248
55,training,0.110399336,0.37101380527019495,0.17464265901996462,-9.14090543239,-16.1542036248
56,training,0.11671386,0.2743591656908393,0.17464265901996462,-9.14090543239,-16.1542036248
57,training,0.06235065,0.2234634440392256,0.17464265901996462,-9.14090543239,-16.1542036248
58,training,0.11836272,0.23717637360095983,0.17464265901996462,-9.14090543239,-16.1542036248
59,training,0.053893473,0.1799643710255623,0.17464265901996462,-8.99097079412,-16.1635145317
60,training,0.122212544,0.09181400761008264,0.17824513439718107,-8.99097079412,-16.1635145317
61,training,0.022823874,0.043613577261567116,0.17824513439718107,-8.99097079412,-16.1635145317
62,training,0.12206026,0.001963248476386077,0.17824513439718107,-8.99097079412,-16.1635145317
63,training,0.031542227,0.03790710121393204,0.13361078936419155,-8.75193425718,-16.1305603478
64,training,0.108608305,0.043157411739230156,0.13361078936419155,-8.75193425718,-16.1305603478
65,training,0.09618477,0.10511397197842598,0.13361078936419155,-8.75193425718,-16.1305603478
66,training,0.032965466,0.1297314576804638,0.13361078936419155,-8.75193425718,-16.1305603478
67,training,0.059107207,0.13055173680186272,0.13361078936419155,-8.52086325212,-16.0852553758
68,training,0.049522698,0.15944431722164154,0.08305255818451111,-8.52086325212,-16.0852553758
69,training,0.11648925,0.1210110280662775,0.08305255818451111,-8.52086325212,-16.0852553758
70,training,0.14311564,0.1328580416738987,0.08305255818451111,-8.52086325212,-16.0852553758
71,training,0.047379408,0.10206125117838383,0.08305255818451111,-8.28063989065,-16.0496843434
72,training,0.11134653,0.09179730899631977,0.04517998763478844,-8.28063989065,-16.0496843434
73,training,0.09558362,0.10005097463726997,0.04517998763478844,-8.28063989065,-16.0496843434
74,training,0.094200656,0.0830344706773758,0.04517998763478844,-8.28063989065,-16.0496843434
75,training,0.039695416,0.1026307437568903,0.04517998763478844,-8.04458047135,-16.023900158
76,training,0.03188798,0.11370315868407488,0.01988283710526252,-8.04458047135,-16.023900158
77,training,0.029727919,0.132678865455091,0.01988283710526252,-8.04458047135,-16.023900158
78,training,0.049548563,0.13388862181454897,0.01988283710526252,-8.04458047135,-16.023900158
79,training,0.016417634,0.1491431053727865,0.01988283710526252,-8.04458047135,-16.023900158
80,training,0.109342456,0.1583061646670103,0.01988283710526252,-8.04458047135,-16.023900158
81,training,0.03568844,0.17786135524511335,0.01988283710526252,-8.04458047135,-16.023900158
82,training,0.09838414,0.19239513762295243,0.01988283710526252,-7.81222760857,-15.9899988921
83,training,0.111286655,0.19001929275691506,0.010063402938795535,-7.81222760857,-15.9899988921
84,training,0.026276365,0.19694812782108784,0.010063402938795535,-7.81222760857,-15.9899988921
85,training,0.112013035,0.16277088038623333,0.010063402938795535,-7.81222760857,-15.9899988921
86,training,0.021482378,0.16946972999721766,0.010063402938795535,-7.81222760857,-15.9899988921
87,training,0.04336158,0.18901457265019417,0.010063402938795535,-7.81222760857,-15.9899988921
