step,mode,loss,angle_error(rad),distance(m)
1,training,0.035540976,0.6101077497005463,0.0,0,0,0,0
2,training,0.37234235,0.16493770480155945,0.0,0,0,0,0
3,training,0.02910279,0.29333464801311493,0.0,0,0,0,0
4,training,0.08083181,0.3779737204313278,0.0,0,0,0,0
5,training,0.014006235,0.3153028190135956,0.0,0,0,0,0
6,training,0.09991849,0.19162115454673767,0.0,0,0,0,0
7,training,0.07174864,0.18809081614017487,0.11396096198958582,0,0,0,0
8,training,0.031210806,0.08963122963905334,0.11396096198958582,0,0,0,0
9,training,0.13428412,0.24188285320997238,0.11396096198958582,0,0,0,0
10,training,0.018276636,0.12952720746397972,0.11396096198958582,0,0,0,0
11,training,0.044029437,0.061733437702059746,0.11396096198958582,0,0,0,0
12,training,0.05093643,0.1554524376988411,0.08941654128085724,0,0,0,0
13,training,0.014333286,0.0523129366338253,0.08941654128085724,0,0,0,0
14,training,0.043306056,0.03016553260385991,0.08941654128085724,0,0,0,0
15,training,0.05996477,0.1784212850034237,0.08941654128085724,0,0,0,0
16,training,0.02312714,0.08885374292731285,0.08941654128085724,0,0,0,0
17,training,0.02768547,0.02479755505919455,0.060262800571771725,0,0,0,0
18,training,0.038891263,0.17566289007663727,0.060262800571771725,0,0,0,0
19,training,0.035082247,0.13913961127400398,0.060262800571771725,0,0,0,0
20,training,0.017416812,0.10269876569509506,0.060262800571771725,0,0,0,0
21,training,0.032203633,0.009898949414491647,0.016363381776855652,0,0,0,0
22,training,0.02397794,0.07148945331573486,0.016363381776855652,0,0,0,0
23,training,0.01209138,0.11433718726038933,0.016363381776855652,0,0,0,0
24,training,0.016206551,0.10592700447887182,0.016363381776855652,0,0,0,0
25,training,0.028709646,0.06349028367549181,0.016363381776855652,0,0,0,0
26,training,0.02988336,0.08633915847167373,0.007057257085703662,0,0,0,0
27,training,0.029641187,0.09225174225866795,0.007057257085703662,0,0,0,0
28,training,0.014225701,0.031689561903476715,0.007057257085703662,0,0,0,0
29,training,0.021632679,0.060576409101486206,0.007057257085703662,0,0,0,0
30,training,0.022218524,0.03549649566411972,0.007057257085703662,0,0,0,0
31,training,0.0569396,0.14967520534992218,0.026004925797324035,0,0,0,0
32,training,0.026131917,0.0915040373802185,0.026004925797324035,0,0,0,0
33,training,0.004687783,0.0517306849360466,0.026004925797324035,0,0,0,0
34,training,0.0122281145,0.0008495093788951635,0.026004925797324035,0,0,0,0
35,training,0.015027814,0.027944110333919525,0.026004925797324035,0,0,0,0
36,training,0.014847637,0.010904560796916485,0.043432776962600866,0,0,0,0
37,training,0.01480476,0.03562908759340644,0.043432776962600866,0,0,0,0
38,training,0.011676269,0.14327029883861542,0.043432776962600866,0,0,0,0
39,training,0.0034786197,0.09905162453651428,0.043432776962600866,0,0,0,0
40,training,0.0068485066,0.0308555387891829,0.04453528701295417,0,0,0,0
41,training,0.01882651,0.008732366375625134,0.04453528701295417,0,0,0,0
42,training,0.015759619,0.010972459800541401,0.04453528701295417,0,0,0,0
43,training,0.015441163,0.07933136075735092,0.04453528701295417,0,0,0,0
44,training,0.0096744895,0.041809067130088806,0.04453528701295417,0,0,0,0
45,training,0.004879812,0.07985840225592256,0.039479406165939895,0,0,0,0
