step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad)
1,training,0.048988745,0.032879263162612915,0.0,0.0,0.0,0.0
2,training,0.0016059353,0.10377925634384158,0.0,0.0,0.0,0.0
3,training,0.015348255,0.03485804796218872,0.0,0.0,0.0,0.0
4,training,0.036093302,0.15699005126953125,0.0,0.0,0.0,0.0
5,training,0.069382146,0.2939571738243103,0.0,0.0,0.0,0.0
6,training,0.07276137,0.28430020809173595,0.21344598467515224,0.0,0.0,0.0
7,training,0.090895444,0.43374550342559814,0.21344598467515224,0.0,0.0,0.0
8,training,0.09808205,0.3777375817298889,0.3141064094402351,0.0,0.0,0.0
9,training,0.102291666,0.4099987745285034,0.36063252253845385,0.0,0.0,0.0
10,training,0.11767697,0.2240172028541565,0.3927881060778452,0.0,0.0,0.0
11,training,0.08510782,0.14763808250427257,0.42107959390296645,0.0,0.0,0.0
12,training,0.08455568,0.06728971004486084,0.4378244694271509,0.0,0.0,0.0
13,training,0.042743657,0.1932843327522279,0.4378244694271509,0.0,0.0,0.0
14,training,0.12415687,0.483872652053833,0.44448128428027806,0.0,0.0,0.0
15,training,0.15731893,0.4882133901119232,0.44448128428027806,0.0,0.0,0.0
16,training,0.14026782,0.40945766866207123,0.44448128428027806,0.0,0.0,0.0
17,training,0.15674676,0.35197530686855316,0.41716092933335286,0.0,0.0,0.0
18,training,0.121084355,0.29272453486919403,0.41716092933335286,0.0,0.0,0.0
19,training,0.21496612,0.34490421414375305,0.41716092933335286,0.0,0.0,0.0
20,training,0.102793135,0.479367695748806,0.41716092933335286,0.0,0.0,0.0
21,training,0.1671939,0.5947905778884888,0.41716092933335286,0.0,0.0,0.0
22,training,0.17808613,0.44208233058452606,0.41716092933335286,0.0,0.0,0.0
23,training,0.20123257,0.22328104823827744,0.3129520263867988,0.0,0.0,0.0
24,training,0.06751838,0.28384386003017426,0.3129520263867988,0.0,0.0,0.0
25,training,0.19661997,0.27978239953517914,0.3129520263867988,0.0,0.0,0.0
26,training,0.10293271,0.3229706138372421,0.3129520263867988,0.0,0.0,0.0
27,training,0.112635374,0.3958672732114792,0.3129520263867988,0.0,0.0,0.0
28,training,0.16737708,0.3646266832947731,0.3129520263867988,0.0,0.0,0.0
29,training,0.08471617,0.2623388022184372,0.21303270870655058,0.0,0.0,0.0
30,training,0.19691065,0.05433055758476257,0.21303270870655058,0.0,0.0,0.0
31,training,0.1556742,0.07092786952853203,0.21303270870655058,0.0,0.0,0.0
32,training,0.04174047,0.2429194487631321,0.21303270870655058,0.0,0.0,0.0
33,training,0.11344133,0.27223002910614014,0.21303270870655058,0.0,0.0,0.0
34,training,0.07003382,0.09575575590133668,0.21303270870655058,0.0,0.0,0.0
35,training,0.01695305,0.07160414569079875,0.13382234818676159,0.0,0.0,0.0
36,training,0.091219224,0.2064194232225418,0.13382234818676159,0.0,0.0,0.0
37,training,0.034872077,0.2898997887969017,0.13382234818676159,0.0,0.0,0.0
38,training,0.09515381,0.2596999928355217,0.13382234818676159,0.0,0.0,0.0
39,training,0.15467656,0.1752978190779686,0.13382234818676159,0.0,0.0,0.0
40,training,0.02319466,0.10548478737473488,0.13382234818676159,0.0,0.0,0.0
41,training,0.045068197,0.2297220416367054,0.0801647060780261,0.0,0.0,0.0
42,training,0.048390888,0.2740051820874214,0.0801647060780261,0.0,0.0,0.0
43,training,0.09006448,0.31449033319950104,0.0801647060780261,0.0,0.0,0.0
44,training,0.04043167,0.2687133401632309,0.0801647060780261,0.0,0.0,0.0
45,training,0.021054525,0.22006714344024658,0.0801647060780261,0.0,0.0,0.0
46,training,0.03750383,0.2989443242549896,0.0801647060780261,0.0,0.0,0.0
47,training,0.04338398,0.36568397283554077,0.20354833782038514,0.0,0.0,0.0
48,training,0.051076017,0.198198433034122,0.20354833782038514,0.0,0.0,0.0
49,training,0.039022923,0.24261482059955597,0.20354833782038514,0.0,0.0,0.0
50,training,0.048984125,0.3082068581134081,0.20354833782038514,0.0,0.0,0.0
51,training,0.048908085,0.19208607263863087,0.20354833782038514,0.0,0.0,0.0
52,training,0.059356242,0.2717309445142746,0.20354833782038514,0.0,0.0,0.0
53,training,0.038209688,0.22681616013869643,0.4584496635568872,0.0,0.0,0.0
54,training,0.016641362,0.3725300682708621,0.4584496635568872,0.0,0.0,0.0
55,training,0.028271046,0.19395896047353745,0.4584496635568872,0.0,0.0,0.0
56,training,0.081035204,0.16240577213466167,0.4584496635568872,0.0,0.0,0.0
57,training,0.048990957,0.30381652526557446,0.4584496635568872,0.0,0.0,0.0
58,training,0.07239011,0.15545039623975754,0.4584496635568872,0.0,0.0,0.0
59,training,0.013666744,0.12956757098436356,0.7118478630496061,0.0,0.0,0.0
60,training,0.021006344,0.2134389840066433,0.7118478630496061,0.0,0.0,0.0
61,training,0.032477695,0.3281748555600643,0.7118478630496061,0.0,0.0,0.0
