step,mode,loss,angle_error(rad),distance(m)
1,use_model,0,0.08137256931513548,0.0
2,use_model,0,0.082447181455791,0.0
3,use_model,0,0.08216654788702726,0.0
4,use_model,0,0.073695863597095,0.0
5,use_model,0,0.0728353811427951,0.0
6,use_model,0,0.07211875449866056,0.0
7,use_model,0,0.09120701532810925,0.010380876648053875
8,use_model,0,0.12232893239706756,0.010380876648053875
9,use_model,0,0.12340151797980072,0.010380876648053875
10,use_model,0,0.12474630307406186,0.010380876648053875
11,use_model,0,0.08959933649748562,0.021965512342517375
12,use_model,0,0.12156700622290373,0.021965512342517375
13,use_model,0,0.1216739071533084,0.021965512342517375
14,use_model,0,0.12578339409083128,0.021965512342517375
15,use_model,0,0.08949084114283323,0.0554787048866369
16,use_model,0,0.12418119143694639,0.0554787048866369
17,use_model,0,0.1228953106328845,0.0554787048866369
18,use_model,0,0.12694026064127684,0.0554787048866369
19,use_model,0,0.08943687658756971,0.0554787048866369
20,use_model,0,0.07909248303622006,0.05976763599858286
21,use_model,0,0.12048752140253781,0.05976763599858286
22,use_model,0,0.12165429722517729,0.05976763599858286
23,use_model,0,0.08917004149407148,0.05976763599858286
24,use_model,0,0.07795227598398924,0.06213789664900337
25,use_model,0,0.12200031708925964,0.06213789664900337
26,use_model,0,0.10754061024636029,0.06213789664900337
27,use_model,0,0.08924453984946011,0.06213789664900337
28,use_model,0,0.11006948631256819,0.06213789664900337
29,use_model,0,0.12107082735747098,0.06346090546736854
30,use_model,0,0.10760955791920424,0.06346090546736854
31,use_model,0,0.08672017883509398,0.06346090546736854
32,use_model,0,0.1239009378477931,0.06346090546736854
33,use_model,0,0.11963203083723785,0.06346090546736854
34,use_model,0,0.10360520612448455,0.05899849107025518
35,use_model,0,0.08698887657374144,0.05899849107025518
36,use_model,0,0.10962577443569899,0.05899849107025518
37,use_model,0,0.10950608085840943,0.05899849107025518
38,use_model,0,0.11242756526917218,0.05902021469916985
39,use_model,0,0.09017835091799498,0.05902021469916985
40,use_model,0,0.10629920195788145,0.05902021469916985
41,use_model,0,0.10835459362715484,0.05902021469916985
42,use_model,0,0.10329115670174359,0.07253449617282481
43,use_model,0,0.07208810281008482,0.07253449617282481
44,use_model,0,0.07376524340361357,0.07253449617282481
45,use_model,0,0.02987341117113829,0.07253449617282481
46,use_model,0,0.04370751138776541,0.07253449617282481
47,use_model,0,0.07723839115351437,0.09406211724082203
48,use_model,0,0.07602455746382474,0.09406211724082203
49,use_model,0,0.06836593430489302,0.09406211724082203
50,use_model,0,0.07053157221525908,0.09406211724082203
51,use_model,0,0.07228394877165556,0.08230366377566088
52,use_model,0,0.07243531476706266,0.08230366377566088
53,use_model,0,0.07587889861315487,0.08230366377566088
54,use_model,0,0.0602528778836131,0.08230366377566088
55,use_model,0,0.028956766240298745,0.08230366377566088
56,use_model,0,0.03763747867196798,0.07627174360340887
57,use_model,0,0.0904515041038394,0.07627174360340887
58,use_model,0,0.02638659905642271,0.07627174360340887
59,use_model,0,0.04334683995693922,0.07627174360340887
60,use_model,0,0.03700243588536978,0.07627174360340887
61,use_model,0,0.0850133402273059,0.07142764985133983
62,use_model,0,0.09394060354679823,0.07142764985133983
63,use_model,0,0.09039432834833862,0.07142764985133983
64,use_model,0,0.08789050858467817,0.07142764985133983
65,use_model,0,0.09094780217856169,0.07142764985133983
66,use_model,0,0.09259385149925949,0.0631681869439974
67,use_model,0,0.0931237144395709,0.0631681869439974
68,use_model,0,0.10919624846428633,0.0631681869439974
69,use_model,0,0.07244672905653715,0.0631681869439974
70,use_model,0,0.08033142518252134,0.06886044309259551
71,use_model,0,0.08471177052706479,0.06886044309259551
72,use_model,0,0.07604487519711256,0.06886044309259551
73,use_model,0,0.0684141321107745,0.06886044309259551
74,use_model,0,0.07212160062044859,0.07141958659768838
75,use_model,0,0.06726482044905424,0.07141958659768838
76,use_model,0,0.06984820589423178,0.07141958659768838
77,use_model,0,0.06489437445998192,0.07141958659768838
78,use_model,0,0.051380086690187454,0.07141958659768838
79,use_model,0,0.03431032970547676,0.07217459787170184
80,use_model,0,0.018460806459188468,0.07217459787170184
81,use_model,0,0.006905391812324524,0.07217459787170184
82,use_model,0,0.019079457968473434,0.07217459787170184
83,use_model,0,0.01224500685930252,0.07174876964600466
84,use_model,0,0.017691556364297867,0.07174876964600466
85,use_model,0,0.01263387966901064,0.07174876964600466
86,use_model,0,0.02003307268023491,0.07174876964600466
87,use_model,0,0.019280944485217333,0.07174876964600466
88,use_model,0,0.0287005165591836,0.05757068482836873
