step,mode,loss,angle_error(rad),distance(m),x(m),y(m)
1,training,0.073422134,0.24587074667215353,0.0,75.5953260419,58.9987776094
2,training,0.074335076,0.26696021854877466,0.0,75.5953260419,58.9987776094
3,training,0.06738075,0.2717164009809494,0.0,75.5953260419,58.9987776094
4,training,0.06356774,0.2683895379304886,0.0,75.5953260419,58.9987776094
5,training,0.06065101,0.2658981829881668,0.0,75.5953260419,58.9987776094
6,training,0.0453423,0.26873673498630524,0.0,75.5953260419,58.9987776094
7,training,0.043603033,0.2828803509473802,0.0,75.5953260419,58.9987776094
8,training,0.036494114,0.23967906832695007,0.14330564058988107,75.9966395866,59.0277714366
9,training,0.045870997,0.3992076814174652,0.14330564058988107,75.9966395866,59.0277714366
10,training,0.058330916,0.4323089420795442,0.14330564058988107,75.9966395866,59.0277714366
11,training,0.047533445,0.39496463537216187,0.277467860785303,76.2600528091,59.0687092759
12,training,0.0721709,0.5141130685806274,0.277467860785303,76.2600528091,59.0687092759
13,training,0.116977036,0.5990517139434814,0.36213790502251714,76.4227296514,59.1423006416
14,training,0.12594666,0.6875157952308655,0.4101442958026326,76.4904660091,59.1903403175
15,training,0.21829414,0.7576349973678589,0.44817409805954145,76.5393175657,59.2487869811
16,training,0.11078867,0.6336790323257446,0.464304795946006,76.5575437313,59.2851699625
17,training,0.1306965,0.34336721897125244,0.4658900571236362,76.5581373649,59.3240012702
18,training,0.17097813,0.14544379711151123,0.4645134766729318,76.5469992417,59.3923482217
19,training,0.1291885,0.021351099014282227,0.46213996308260014,76.5284779055,59.4482427145
20,training,0.20167674,0.14624780416488659,0.4541595457470322,76.5055933109,59.4831602815
21,training,0.14486884,0.23320519924163807,0.4553658715690828,76.4734667391,59.5433617791
22,training,0.20265421,0.2961886525154114,0.4553658715690828,76.4734667391,59.5433617791
23,training,0.16492707,0.3512030839920044,0.41949181363272897,76.402846212,59.5758157437
24,training,0.17254521,0.34035104513168324,0.41949181363272897,76.402846212,59.5758157437
25,training,0.11217168,0.40202027559280396,0.3821881320498863,76.3233047657,59.5979303656
26,training,0.12605292,0.3009881377220154,0.3821881320498863,76.3233047657,59.5979303656
27,training,0.2210729,0.11153239011764526,0.32081456259498403,76.2504004201,59.5724167167
28,training,0.15596157,0.21455609798431396,0.32081456259498403,76.2504004201,59.5724167167
29,training,0.12226265,0.27946904301643366,0.2841338496973002,76.1852528395,59.5615432998
30,training,0.045337893,0.09488439559936523,0.2841338496973002,76.1852528395,59.5615432998
31,training,0.07380311,0.24449488520622248,0.2841338496973002,76.1852528395,59.5615432998
32,training,0.19910412,0.19756349921226501,0.239339930081097,76.0987546825,59.5319777645
33,training,0.11959692,0.15881013870239263,0.239339930081097,76.0987546825,59.5319777645
34,training,0.12119359,0.13389578461647034,0.239339930081097,76.0987546825,59.5319777645
35,training,0.09904702,0.07727843523025513,0.1624730982943194,76.0393599697,59.4459578899
36,training,0.059644062,0.09492212533950806,0.1624730982943194,76.0393599697,59.4459578899
37,training,0.09065757,0.14863187074661244,0.0959136126358149,76.0184483701,59.3526721151
38,training,0.057665076,0.22264379262924194,0.0959136126358149,76.0184483701,59.3526721151
39,training,0.07338432,0.3025893568992615,0.047968314790709905,76.0094009036,59.2755465523
40,training,0.11010373,0.46822208166122437,0.047968314790709905,76.0094009036,59.2755465523
41,training,0.053782642,0.30916279554367065,0.03528755952189136,76.0270024823,59.2227205803
42,training,0.12183859,0.27343398332595825,0.03528755952189136,76.0270024823,59.2227205803
43,training,0.056599863,0.26096445322036743,0.07440897024439051,76.0632707349,59.1608390129
44,training,0.07466306,0.25490158796310414,0.07440897024439051,76.0632707349,59.1608390129
45,training,0.12038555,0.23745661973953247,0.13035000817039707,76.1176151695,59.1385585859
46,training,0.13247631,0.22010165452957142,0.13035000817039707,76.1176151695,59.1385585859
47,training,0.07801162,0.4424484372138977,0.1748663269041806,76.1850249059,59.1388848151
48,training,0.08580732,0.4848722815513611,0.1894489178275788,76.2234651533,59.1550485367
49,training,0.06719366,0.5449983477592468,0.19891337705148646,76.263889247,59.19039731
50,training,0.13452403,0.3903997540473938,0.2168277621089515,76.301833129,59.2333012414
51,training,0.059401207,0.4019930958747864,0.24396646304086642,76.3353431439,59.2621262924
52,training,0.16706917,0.4343700408935549,0.27142903073326324,76.3641174143,59.2744888263
53,training,0.1091253,0.43174451589584373,0.29558747269988556,76.3875406533,59.3208849596
54,training,0.100751385,0.07285702228546154,0.053192480385981955,76.402906395,59.3750197315
55,training,0.09471594,0.6827075481414795,0.05876704630825092,76.4085850167,59.4259026877
56,training,0.111416034,0.5462614893913269,0.05566054331924605,76.4043707222,59.4436235915
57,training,0.15511678,0.5334382653236389,0.04082403998451259,76.3901878921,59.4983562663
58,training,0.12077658,0.3721606135368345,0.016682385712543702,76.3666065561,59.5289391075
59,training,0.12038663,0.15796566009521484,0.013889622808351267,76.3362283694,59.5287482936
60,training,0.100067705,0.04486173391342163,0.013889622808351267,76.3362283694,59.5287482936
61,training,0.078250974,0.07134652137756348,0.08545338910965729,76.2645565088,59.5293451353
62,training,0.08759893,0.017640233039855846,0.08545338910965729,76.2645565088,59.5293451353
63,training,0.10560472,0.024760544300079235,0.16176927402638944,76.188396912,59.5378411767
64,training,0.1043025,0.07323497533798218,0.16176927402638944,76.188396912,59.5378411767
65,training,0.12204233,0.07623767852783203,0.2332947923567429,76.1169190882,59.5455909918
66,training,0.092598006,0.137542426586151,0.2332947923567429,76.1169190882,59.5455909918
67,training,0.07961789,0.23338747024536133,0.28835647199068154,76.0618414105,59.5161839699
68,training,0.121210456,0.46529608964920044,0.28835647199068154,76.0618414105,59.5161839699
69,training,0.088795215,0.5012398362159729,0.32415295054807297,76.026017531,59.4450779825
