step,mode,loss,angle_error(rad),distance(m)
1,training,0.0,0.0,0.0,0,0,0
2,training,0.0,0.0,0.0,0,0,0
3,training,0.0,0.0,0.0,0,0,0
4,training,0.0,0.0,0.0,0,0,0
5,training,0.0,0.0,0.0,0,0,0
6,training,0.0,0.0,0.0,0,0,0
7,training,0.0,0.0,0.09623066803181043,0,0,0
8,training,0.0,0.0,0.09623066803181043,0,0,0
9,training,0.0,0.0,0.09623066803181043,0,0,0
10,training,0.0,0.0,0.09623066803181043,0,0,0
11,training,0.0,0.0,0.09623066803181043,0,0,0
12,training,0.0,0.0,0.10153230388631565,0,0,0
13,training,0.0,0.0,0.10153230388631565,0,0,0
14,training,0.0,0.0,0.10153230388631565,0,0,0
15,training,0.0,0.0,0.10153230388631565,0,0,0
16,training,0.0,0.0,0.0653197273215158,0,0,0
17,training,0.0,0.0,0.0653197273215158,0,0,0
18,training,0.0,0.0,0.0653197273215158,0,0,0
19,training,0.0,0.0,0.0653197273215158,0,0,0
20,training,0.0,0.0,0.0653197273215158,0,0,0
21,training,0.0,0.0,0.043129895325101746,0,0,0
22,training,0.0,0.0,0.043129895325101746,0,0,0
23,training,0.0,0.0,0.043129895325101746,0,0,0
24,training,0.0,0.0,0.043129895325101746,0,0,0
25,training,0.0,0.0,0.043129895325101746,0,0,0
26,training,0.0,0.0,0.02862706284257658,0,0,0
27,training,0.0,0.0,0.02862706284257658,0,0,0
28,training,0.0,0.0,0.02862706284257658,0,0,0
29,training,0.0,0.0,0.02862706284257658,0,0,0
30,training,0.0,0.0,0.02862706284257658,0,0,0
31,training,0.0,0.0,0.013986696883465466,0,0,0
32,training,0.0,0.0,0.013986696883465466,0,0,0
33,training,0.0,0.0,0.013986696883465466,0,0,0
34,training,0.0,0.0,0.013986696883465466,0,0,0
35,training,0.0,0.0,0.013986696883465466,0,0,0
36,training,0.0,0.0,0.007675635926470482,0,0,0
37,training,0.0,0.0,0.007675635926470482,0,0,0
38,training,0.0,0.0,0.007675635926470482,0,0,0
39,training,0.0,0.0,0.007675635926470482,0,0,0
40,training,0.0,0.0,0.012527276019428806,0,0,0
41,training,0.0,0.0,0.012527276019428806,0,0,0
42,training,0.0,0.0,0.012527276019428806,0,0,0
43,training,0.0,0.0,0.012527276019428806,0,0,0
44,training,0.0,0.0,0.012527276019428806,0,0,0
45,training,0.0,0.0,0.008622293732291899,0,0,0
46,training,0.0,0.0,0.008622293732291899,0,0,0
47,training,0.0,0.0,0.008622293732291899,0,0,0
48,training,0.0,0.0,0.008622293732291899,0,0,0
49,training,0.0,0.0,0.011033596634971006,0,0,0
50,training,0.0,0.0,0.011033596634971006,0,0,0
51,training,0.0,0.0,0.011033596634971006,0,0,0
52,training,0.0,0.0,0.011033596634971006,0,0,0
53,training,0.0,0.0,0.011033596634971006,0,0,0
54,training,0.0,0.0,0.004083731762865722,0,0,0
55,training,0.0,0.0,0.004083731762865722,0,0,0
56,training,0.0,0.0,0.004083731762865722,0,0,0
57,training,0.0,0.0,0.004083731762865722,0,0,0
58,training,0.0,0.0,0.004083731762865722,0,0,0
59,training,0.0,0.0,0.0024523289408997866,0,0,0
60,training,0.0,0.0,0.0024523289408997866,0,0,0
61,training,0.0,0.0,0.0024523289408997866,0,0,0
62,training,0.0,0.0,0.0024523289408997866,0,0,0
63,training,0.0,0.0,0.0024523289408997866,0,0,0
64,training,0.0,0.0,0.0033431306315860596,0,0,0
65,training,0.0,0.0,0.0033431306315860596,0,0,0
66,training,0.0,0.0,0.0033431306315860596,0,0,0
67,training,0.0,0.0,0.0033431306315860596,0,0,0
68,training,0.0,0.0,0.006136989192964426,0,0,0
69,training,0.0,0.0,0.006136989192964426,0,0,0
70,training,0.0,0.0,0.006136989192964426,0,0,0
71,training,0.0,0.0,0.006136989192964426,0,0,0
