step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad)
152,training,0.007603858,0.051008837297558784,0.027576397974407488,0.0,0.0,0.0
153,training,0.0008598573,0.04926525987684727,0.027576397974407488,0.0,0.0,0.0
154,training,0.0036997553,0.08060294389724731,0.027576397974407488,0.0,0.0,0.0
155,training,0.0073501384,0.09716486558318138,0.027576397974407488,0.0,0.0,0.0
156,training,0.0012995854,0.12427892908453941,0.027576397974407488,0.0,0.0,0.0
157,training,0.0026852745,0.13833993673324585,0.027576397974407488,0.0,0.0,0.0
158,training,0.0021159463,0.10235419869422913,0.029917378927225232,0.0,0.0,0.0
159,training,0.002895696,0.038469795137643814,0.029917378927225232,0.0,0.0,0.0
160,training,0.001168012,0.010199844837188735,0.029917378927225232,0.0,0.0,0.0
161,training,0.0031281887,0.01773180067539215,0.029917378927225232,0.0,0.0,0.0
162,training,0.0028206883,0.022862490266561494,0.029917378927225232,0.0,0.0,0.0
163,training,0.0028342602,0.056830115616321564,0.029917378927225232,0.0,0.0,0.0
164,training,0.0019249311,0.058038897812366486,0.041292642331388144,0.0,0.0,0.0
165,training,0.0040499116,0.07645347435027361,0.041292642331388144,0.0,0.0,0.0
166,training,0.004145343,0.03284140955656767,0.041292642331388144,0.0,0.0,0.0
167,training,0.0029044766,0.06653973273932934,0.041292642331388144,0.0,0.0,0.0
168,training,0.00034652272,0.0271439328789711,0.041292642331388144,0.0,0.0,0.0
169,training,0.0059628068,0.02177470549941063,0.02802865168698729,0.0,0.0,0.0
170,training,0.0020449536,0.032544445246458054,0.02802865168698729,0.0,0.0,0.0
171,training,0.032750558,0.03303980268537998,0.02802865168698729,0.0,0.0,0.0
172,training,0.0033962827,0.022257264703512192,0.02802865168698729,0.0,0.0,0.0
173,training,0.0007003107,0.0645074686035514,0.02802865168698729,0.0,0.0,0.0
174,training,0.0035364535,0.09891526401042938,0.02802865168698729,0.0,0.0,0.0
175,training,0.0024539363,0.07751436904072762,0.02802865168698729,0.0,0.0,0.0
176,training,0.0005029471,0.02664993703365326,0.014818726627610695,0.0,0.0,0.0
177,training,0.0068562115,0.010658234357833862,0.014818726627610695,0.0,0.0,0.0
178,training,0.0056128027,0.02293166145682335,0.014818726627610695,0.0,0.0,0.0
179,training,0.0031673005,0.00510780513286592,0.014818726627610695,0.0,0.0,0.0
180,training,0.0013157706,0.016696009784936905,0.014818726627610695,0.0,0.0,0.0
181,training,0.0036068582,0.038960669189691544,0.0034077468849601452,0.0,0.0,0.0
182,training,0.028833076,0.034473907202482224,0.0034077468849601452,0.0,0.0,0.0
183,training,0.0017634155,0.01848294027149678,0.0034077468849601452,0.0,0.0,0.0
184,training,0.0011813224,0.02485298365354538,0.0034077468849601452,0.0,0.0,0.0
185,training,0.0034808717,0.06563432328402996,0.0034077468849601452,0.0,0.0,0.0
186,training,0.0034299674,0.08717462606728077,0.00360567748286577,0.0,0.0,0.0
187,training,0.0009909936,0.04988996603060514,0.00360567748286577,0.0,0.0,0.0
188,training,0.0015444397,0.014295571600086987,0.00360567748286577,0.0,0.0,0.0
189,training,0.009459246,0.015238698571920395,0.00360567748286577,0.0,0.0,0.0
190,training,0.001580983,0.06944224890321493,0.00360567748286577,0.0,0.0,0.0
191,training,0.0041911188,0.12421502359211445,0.00360567748286577,0.0,0.0,0.0
192,training,0.0021346454,0.07141301408410072,0.00360567748286577,0.0,0.0,0.0
193,training,0.008841544,0.031024914467707276,0.019752264303584104,0.0,0.0,0.0
194,training,0.024810433,0.04562299419194459,0.019752264303584104,0.0,0.0,0.0
195,training,0.0010259412,0.022560324519872672,0.019752264303584104,0.0,0.0,0.0
196,training,0.000718341,0.06545993965119123,0.019752264303584104,0.0,0.0,0.0
197,training,0.00064314296,0.07685906998813152,0.03550058853408555,0.0,0.0,0.0
198,training,0.0008105622,0.05888690985739231,0.03550058853408555,0.0,0.0,0.0
199,training,0.0008827544,0.029332172125577927,0.03550058853408555,0.0,0.0,0.0
200,training,0.002775738,0.049124181270599365,0.03550058853408555,0.0,0.0,0.0
201,training,0.0026347376,0.05907774716615677,0.03550058853408555,0.0,0.0,0.0
202,training,0.0015953288,0.0675032390281558,0.04437111681764333,0.0,0.0,0.0
203,training,0.0041688494,0.10045843943953514,0.04437111681764333,0.0,0.0,0.0
204,training,0.0031548913,0.08407217264175415,0.04437111681764333,0.0,0.0,0.0
205,training,0.003678561,0.022610962390899658,0.04437111681764333,0.0,0.0,0.0
206,training,0.0013142955,0.004847578704357147,0.04437111681764333,0.0,0.0,0.0
207,training,0.0026652585,0.04503599740564822,0.04437111681764333,0.0,0.0,0.0
208,training,0.0045884657,0.08310699462890625,0.04437111681764333,0.0,0.0,0.0
209,training,0.010027914,0.08362786285579205,0.051977585292379,0.0,0.0,0.0
210,training,0.0004043373,0.11024098936468364,0.051977585292379,0.0,0.0,0.0
211,training,0.005247181,0.10138880275189877,0.051977585292379,0.0,0.0,0.0
212,training,0.0015880902,0.06673111207783222,0.051977585292379,0.0,0.0,0.0
213,training,0.002871646,0.07202217308804393,0.051977585292379,0.0,0.0,0.0
214,training,0.0026749675,0.12119106040336192,0.051977585292379,0.0,0.0,0.0
215,training,0.001991164,0.11734296102076767,0.054198224103298324,0.0,0.0,0.0
216,training,0.00091228314,0.1277567083016038,0.054198224103298324,0.0,0.0,0.0
217,training,0.0014655688,0.074441080680117,0.054198224103298324,0.0,0.0,0.0
218,training,0.0034755305,0.08819643035531044,0.054198224103298324,0.0,0.0,0.0
219,training,0.00078635255,0.10102344863116741,0.054198224103298324,0.0,0.0,0.0
220,training,0.001239435,0.10979684349149466,0.054198224103298324,0.0,0.0,0.0
221,training,0.005030647,0.10705720167607069,0.058076182496813344,0.0,0.0,0.0
222,training,0.0032529985,0.0701613575220108,0.058076182496813344,0.0,0.0,0.0
223,training,0.0005502302,0.13708078674972057,0.058076182496813344,0.0,0.0,0.0
224,training,0.007818572,0.13792329281568527,0.058076182496813344,0.0,0.0,0.0
225,training,0.01929729,0.12303965841419995,0.058076182496813344,0.0,0.0,0.0
226,training,0.007847548,0.08589533716440202,0.058076182496813344,0.0,0.0,0.0
227,training,0.0011874125,0.08621070906519888,0.05879388534283596,0.0,0.0,0.0
228,training,0.0015484579,0.08240708895027637,0.05879388534283596,0.0,0.0,0.0
229,training,0.0022958315,0.10257939947769046,0.05879388534283596,0.0,0.0,0.0
230,training,0.001843259,0.05069861467927695,0.05879388534283596,0.0,0.0,0.0
231,training,0.0066411295,0.07257936010137199,0.06745221210489204,0.0,0.0,0.0
232,training,0.004195121,0.08182455785572529,0.06745221210489204,0.0,0.0,0.0
233,training,0.0038417447,0.0654608418699354,0.06745221210489204,0.0,0.0,0.0
234,training,0.0019219546,0.03944678232073784,0.06745221210489204,0.0,0.0,0.0
235,training,0.0020981953,0.012319281697273254,0.06745221210489204,0.0,0.0,0.0
236,training,0.0014946287,0.09383129142224789,0.06745221210489204,0.0,0.0,0.0
237,training,0.0060470807,0.07644398324191572,0.06745221210489204,0.0,0.0,0.0
238,training,0.001474363,0.09737823158502579,0.07211515122395057,0.0,0.0,0.0
239,training,0.0012585167,0.06587095558643341,0.07211515122395057,0.0,0.0,0.0
240,training,0.0030477713,0.010589733719825738,0.07211515122395057,0.0,0.0,0.0
241,training,0.0038919128,0.000418294221162796,0.07211515122395057,0.0,0.0,0.0
242,training,0.005678143,0.07571541890501976,0.07211515122395057,0.0,0.0,0.0
243,training,0.0037366478,0.11773646809160711,0.06519366925589624,0.0,0.0,0.0
244,training,0.0074777165,0.10645921528339386,0.06519366925589624,0.0,0.0,0.0
245,training,0.027477358,0.07183472812175751,0.06519366925589624,0.0,0.0,0.0
246,training,0.004411306,0.01728842779994011,0.06519366925589624,0.0,0.0,0.0
247,training,0.007140156,0.018717322498559952,0.06519366925589624,0.0,0.0,0.0
248,training,0.0011324069,0.007740250788629055,0.06519366925589624,0.0,0.0,0.0
249,training,0.0017966143,0.02866007387638092,0.06259938400424982,0.0,0.0,0.0
250,training,0.02499001,0.004064246080815792,0.06259938400424982,0.0,0.0,0.0
251,training,0.0041348157,0.027421412989497185,0.06259938400424982,0.0,0.0,0.0
252,training,0.0015248535,0.0472591370344162,0.06259938400424982,0.0,0.0,0.0
253,training,0.0016644519,0.008634287863969803,0.016453296286230643,0.0,0.0,0.0
254,training,0.0015631196,0.10331610590219498,0.016453296286230643,0.0,0.0,0.0
255,training,0.002436288,0.0807921290397644,0.016453296286230643,0.0,0.0,0.0
256,training,0.0025417793,0.029461992904543877,0.016453296286230643,0.0,0.0,0.0
257,training,0.0035635408,0.03539300151169301,0.016453296286230643,0.0,0.0,0.0
258,training,0.0033952186,0.03847184404730797,0.016453296286230643,0.0,0.0,0.0
259,training,0.0010124156,0.03696193732321262,0.016453296286230643,0.0,0.0,0.0
260,training,0.0004530889,0.024610091000795364,0.017674080142365756,0.0,0.0,0.0
261,training,0.002400734,0.03129100985825062,0.017674080142365756,0.0,0.0,0.0
262,training,0.001155179,0.02104351855814457,0.017674080142365756,0.0,0.0,0.0
263,training,0.0017442955,0.015444083139300346,0.017674080142365756,0.0,0.0,0.0
264,training,0.033999305,0.00019830092787742615,0.017674080142365756,0.0,0.0,0.0
265,training,0.007289272,0.016956865787506104,0.017674080142365756,0.0,0.0,0.0
266,training,0.004866398,0.0701559279114008,0.02534667768609581,0.0,0.0,0.0
267,training,0.0027071615,0.09335887990891933,0.02534667768609581,0.0,0.0,0.0
268,training,0.0026950531,0.021837319247424603,0.02534667768609581,0.0,0.0,0.0
269,training,0.0031513814,0.03840239532291889,0.02534667768609581,0.0,0.0,0.0
270,training,0.0020041806,0.061974670737981796,0.02534667768609581,0.0,0.0,0.0
271,training,0.0015200127,0.005730085074901574,0.028363052486179395,0.0,0.0,0.0
272,training,0.002759094,0.0621238574385643,0.028363052486179395,0.0,0.0,0.0
273,training,0.0022261739,0.05695414915680885,0.028363052486179395,0.0,0.0,0.0
274,training,0.0010727678,0.0025506303645670414,0.028363052486179395,0.0,0.0,0.0
275,training,0.0008593303,0.004397895536385477,0.028363052486179395,0.0,0.0,0.0
276,training,0.0023257919,0.0069655682891607285,0.028363052486179395,0.0,0.0,0.0
277,training,0.011376986,0.03701072186231613,0.028363052486179395,0.0,0.0,0.0
278,training,0.0007340171,0.048925636743661016,0.009795215074604681,0.0,0.0,0.0
279,training,0.032405432,0.011128029262181371,0.009795215074604681,0.0,0.0,0.0
280,training,0.0015670494,0.06606017798185349,0.009795215074604681,0.0,0.0,0.0
281,training,0.0014790217,0.024701916612684727,0.009795215074604681,0.0,0.0,0.0
282,training,0.0005202342,0.024880672805011272,0.009795215074604681,0.0,0.0,0.0
283,training,0.00319072,0.08873756229877472,0.007836356007930909,0.0,0.0,0.0
284,training,0.0004797668,0.07115625240840018,0.007836356007930909,0.0,0.0,0.0
285,training,0.0014821553,0.011019168421626088,0.007836356007930909,0.0,0.0,0.0
286,training,0.0019086588,0.0072020539082586765,0.007836356007930909,0.0,0.0,0.0
287,training,0.0014511404,0.02782322559505701,0.007836356007930909,0.0,0.0,0.0
288,training,0.001521711,0.013437695801258087,0.007836356007930909,0.0,0.0,0.0
289,training,0.0015016655,0.013881769962608814,0.007486686602730219,0.0,0.0,0.0
290,training,0.0035047915,0.03988961037248373,0.007486686602730219,0.0,0.0,0.0
291,training,0.0014486776,0.011883260682225227,0.007486686602730219,0.0,0.0,0.0
292,training,0.0071827173,0.0325289536267519,0.007486686602730219,0.0,0.0,0.0
293,training,0.0013081888,0.0062421688344329596,0.007486686602730219,0.0,0.0,0.0
294,training,0.0011960603,0.060947496676817536,0.007486686602730219,0.0,0.0,0.0
295,training,0.004605566,0.03830757364630699,0.01648100534931023,0.0,0.0,0.0
296,training,0.0004894975,0.01283695362508297,0.01648100534931023,0.0,0.0,0.0
297,training,0.004517761,0.04272840358316898,0.01648100534931023,0.0,0.0,0.0
298,training,0.018129349,0.01130266534164548,0.01648100534931023,0.0,0.0,0.0
299,training,0.00028235116,0.039989232434891164,0.01648100534931023,0.0,0.0,0.0
300,training,0.024407055,0.07185667240992188,0.01648100534931023,0.0,0.0,0.0
301,training,0.0017678814,0.012295099906623363,0.01648100534931023,0.0,0.0,0.0
302,training,0.0036530644,0.0069105420261621475,0.0112764844826586,0.0,0.0,0.0
303,training,0.0010009736,0.08256600238382816,0.0112764844826586,0.0,0.0,0.0
304,training,0.0037171228,0.10935485549271107,0.0112764844826586,0.0,0.0,0.0
305,training,0.002152919,0.06928212195634842,0.0112764844826586,0.0,0.0,0.0
306,training,0.0018535769,0.018925319891422984,0.0112764844826586,0.0,0.0,0.0
307,training,0.003107786,0.027863571420311935,0.0017598795349768243,0.0,0.0,0.0
308,training,0.0002071391,0.08386937156319618,0.0017598795349768243,0.0,0.0,0.0
309,training,0.0027200968,0.07139951921999454,0.0017598795349768243,0.0,0.0,0.0
310,training,0.014366557,0.02251713909208774,0.0017598795349768243,0.0,0.0,0.0
311,training,0.0022549266,0.04476219415664673,0.0017598795349768243,0.0,0.0,0.0
312,training,0.00290452,0.00327487103641033,0.0017598795349768243,0.0,0.0,0.0
313,training,0.0069845803,0.08435047790408134,0.008644653747842955,0.0,0.0,0.0
314,training,0.002000791,0.008755136746913195,0.008644653747842955,0.0,0.0,0.0
315,training,0.0017469549,0.015766579192131758,0.008644653747842955,0.0,0.0,0.0
316,training,0.0010227427,0.023195027839392424,0.008644653747842955,0.0,0.0,0.0
317,training,0.0065520187,0.025281383655965325,0.008644653747842955,0.0,0.0,0.0
318,training,0.0018759262,0.05546380067244172,0.015236861916649637,0.0,0.0,0.0
319,training,0.0015826412,0.06867077387869358,0.015236861916649637,0.0,0.0,0.0
320,training,0.001117928,0.07369138300418854,0.015236861916649637,0.0,0.0,0.0
321,training,0.0014213892,0.02380036935210228,0.015236861916649637,0.0,0.0,0.0
322,training,0.0015570442,0.0010294411331415142,0.015236861916649637,0.0,0.0,0.0
323,training,0.0009837787,0.018614815548062325,0.015236861916649637,0.0,0.0,0.0
324,training,0.0015747657,0.019796200096607215,0.01853131719523563,0.0,0.0,0.0
325,training,0.0014628277,0.01935594156384468,0.01853131719523563,0.0,0.0,0.0
326,training,0.0068064006,0.006803743541240692,0.01853131719523563,0.0,0.0,0.0
327,training,0.0011676329,0.026298684999346726,0.01853131719523563,0.0,0.0,0.0
328,training,0.0006689132,0.04824667749926448,0.01853131719523563,0.0,0.0,0.0
329,training,0.0026565837,0.0818553939461708,0.01853131719523563,0.0,0.0,0.0
330,training,0.0027854787,0.031982917338609695,0.028391894230190225,0.0,0.0,0.0
331,training,0.0029744646,0.03709417209029198,0.028391894230190225,0.0,0.0,0.0
332,training,0.0013064477,0.03932936117053032,0.028391894230190225,0.0,0.0,0.0
333,training,0.000984377,0.047599490731954575,0.028391894230190225,0.0,0.0,0.0
334,training,0.0017824259,0.022078149020671844,0.028391894230190225,0.0,0.0,0.0
335,training,0.0027099242,0.03453526645898819,0.028391894230190225,0.0,0.0,0.0
336,training,0.00042052096,0.08473727479577065,0.028750532153045922,0.0,0.0,0.0
337,training,0.0009601278,0.07600372470915318,0.028750532153045922,0.0,0.0,0.0
338,training,0.0006859508,0.0590533409267664,0.028750532153045922,0.0,0.0,0.0
339,training,0.0009117512,0.038161862641572966,0.028750532153045922,0.0,0.0,0.0
340,training,0.0014122708,0.04857340827584267,0.028750532153045922,0.0,0.0,0.0
341,training,0.00061561965,0.07140124868601559,0.02802166851024446,0.0,0.0,0.0
342,training,0.00093890296,0.07655489351600409,0.02802166851024446,0.0,0.0,0.0
343,training,0.00022690381,0.044119589030742645,0.02802166851024446,0.0,0.0,0.0
344,training,0.004371683,0.043183811008930206,0.02802166851024446,0.0,0.0,0.0
