step,mode,loss,angle_error(rad),distance(m),x(m),y(m)
1,training,0.10252586,0.30699341371655464,0.0,-10.8770719313,-16.7207701244
2,training,0.094244935,0.2909944895654917,0.0,-10.8770719313,-16.7207701244
3,training,0.07854101,0.2438046783208847,0.0,-10.8770719313,-16.7207701244
4,training,0.07493156,0.28252661973237986,0.0,-10.8770719313,-16.7207701244
5,training,0.06669972,0.24824149906635284,0.0,-10.8770719313,-16.7207701244
6,training,0.058950648,0.23209087550640112,0.0,-10.8770719313,-16.7207701244
7,training,0.049186785,0.20447206497192383,0.0,-10.8770719313,-16.7207701244
8,training,0.04385388,0.24503938853740698,0.028863677016346106,-10.7015771127,-16.6667773911
9,training,0.033078425,0.10451512038707733,0.028863677016346106,-10.7015771127,-16.6667773911
10,training,0.025579926,0.13514447212219233,0.028863677016346106,-10.7015771127,-16.6667773911
11,training,0.01918078,0.07814857363700872,0.028863677016346106,-10.7015771127,-16.6667773911
12,training,0.010779888,0.00044694542884823885,0.028863677016346106,-10.7015771127,-16.6667773911
13,training,0.007674021,0.04161754250526428,0.028863677016346106,-10.7015771127,-16.6667773911
14,training,0.0036456028,0.07483276724815369,0.012994503676036108,-10.5079239521,-16.6116019048
15,training,0.0034580063,0.15220387279987335,0.012994503676036108,-10.5079239521,-16.6116019048
16,training,0.0044984724,0.24911966174840927,0.012994503676036108,-10.5079239521,-16.6116019048
17,training,0.03740602,0.23203641176223755,0.012994503676036108,-10.5079239521,-16.6116019048
18,training,0.020765608,0.3160946611315012,0.012994503676036108,-10.3890190405,-16.5551465343
19,training,0.031287055,0.33216625452041626,0.01491767163885236,-10.3890190405,-16.5551465343
20,training,0.07341986,0.2918493449687958,0.01491767163885236,-10.3890190405,-16.5551465343
21,training,0.03658714,0.18197045847773552,0.03682647148260069,-10.3151084369,-16.4714377327
22,training,0.031142805,0.1852566720917821,0.03682647148260069,-10.3151084369,-16.4714377327
23,training,0.025269665,0.26468200981616974,0.03682647148260069,-10.3151084369,-16.4714377327
24,training,0.022627864,0.2739053815603256,0.11967806309833189,-10.1874769599,-16.3187413566
25,training,0.03439434,0.25640372931957245,0.11967806309833189,-10.1874769599,-16.3187413566
26,training,0.043447316,0.24289681017398834,0.11967806309833189,-10.1874769599,-16.3187413566
27,training,0.04006317,0.2766783758997917,0.11967806309833189,-10.1874769599,-16.3187413566
28,training,0.022627557,0.554003044962883,0.11967806309833189,-10.1874769599,-16.3187413566
29,training,0.079863146,0.5458937659859657,0.11967806309833189,-10.1874769599,-16.3187413566
30,training,0.017414713,0.5339811965823174,0.11967806309833189,-10.1874769599,-16.3187413566
