step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad)
1,training,0.092289105,0.2872075457125902,0.0,0.0,0.0,0.0
2,training,0.08249998,0.2673619799315929,0.0,0.0,0.0,0.0
3,training,0.06899769,0.2330421395599842,0.0,0.0,0.0,0.0
4,training,0.06298493,0.2549483776092529,0.0,0.0,0.0,0.0
5,training,0.058002178,0.24190585315227514,0.0,0.0,0.0,0.0
6,training,0.04693637,0.18942834436893463,0.0,0.0,0.0,0.0
7,training,0.038928866,0.23743285238742828,0.0,0.0,0.0,0.0
8,training,0.03185244,0.1733953058719635,0.023991036208566133,0.0,0.0,0.0
9,training,0.024115935,0.1132668256759643,0.023991036208566133,0.0,0.0,0.0
10,training,0.0142688695,0.03855551779270172,0.023991036208566133,0.0,0.0,0.0
11,training,0.007621289,0.03854656219482422,0.023991036208566133,0.0,0.0,0.0
12,training,0.0042414228,0.012231916189193726,0.023991036208566133,0.0,0.0,0.0
13,training,0.0021679243,0.10239297151565549,0.0028530656019203574,0.0,0.0,0.0
14,training,0.010187067,0.2561393901705742,0.0028530656019203574,0.0,0.0,0.0
15,training,0.042016096,0.2612227499485016,0.0028530656019203574,0.0,0.0,0.0
16,training,0.038683765,0.36163407005369663,0.0028530656019203574,0.0,0.0,0.0
17,training,0.06105016,0.2778274863958359,0.02285650451310298,0.0,0.0,0.0
18,training,0.016566569,0.2440732829272747,0.02285650451310298,0.0,0.0,0.0
19,training,0.025750007,0.2207869105041027,0.02285650451310298,0.0,0.0,0.0
20,training,0.019751342,0.23810875043272972,0.05931688768457201,0.0,0.0,0.0
21,training,0.026760943,0.19782837852835655,0.05931688768457201,0.0,0.0,0.0
22,training,0.034463916,0.21739988029003143,0.05931688768457201,0.0,0.0,0.0
23,training,0.039131366,0.2378389686346054,0.05931688768457201,0.0,0.0,0.0
24,training,0.06127221,0.24233237653970718,0.05931688768457201,0.0,0.0,0.0
25,training,0.05100128,0.3086325451731682,0.15228339340019562,0.0,0.0,0.0
26,training,0.031917974,0.2986040338873863,0.15228339340019562,0.0,0.0,0.0
27,training,0.028528197,0.5289711281657219,0.15228339340019562,0.0,0.0,0.0
28,training,0.09503431,0.6057241559028625,0.15228339340019562,0.0,0.0,0.0
29,training,0.040276766,0.6325170062482357,0.15228339340019562,0.0,0.0,0.0
30,training,0.040893216,0.582716166973114,0.2595592062813583,0.0,0.0,0.0
31,training,0.02950567,0.5198443531990051,0.2595592062813583,0.0,0.0,0.0
32,training,0.057740033,0.4630159437656402,0.27736157459057936,0.0,0.0,0.0
33,training,0.02168431,0.4005256406962871,0.27736157459057936,0.0,0.0,0.0
34,training,0.071970105,0.3402658514678478,0.27736157459057936,0.0,0.0,0.0
35,training,0.08691698,0.30905669182538986,0.26894951019901603,0.0,0.0,0.0
36,training,0.07656261,0.2022354155778885,0.26894951019901603,0.0,0.0,0.0
